ra,hd,hr,gl,bf,dec,proper,dist,mag,ci,spect,con
21.673650000000002,8763.0,414.0,,94    Psc,19.240422,,85.5432,5.5,#FFDCBB,K1III,Pisces
21.714855,8829.0,421.0,,47    Cet,-13.056512,,37.4672,5.51,#EFF0FF,F0V,Cetus
21.913725,8799.0,417.0,,48Ome And,45.406687,,28.6205,4.83,#F6F3FB,F5IV,Andromeda
22.091385,9053.0,429.0,,Gam Phe,-43.318234000000004,,71.6332,3.41,#FEC895,K5II-III,Phoenix
22.400550000000003,9132.0,433.0,,48    Cet,-21.629339,,71.3776,5.11,#CCDBFE,A0V,Cetus
22.525425,9057.0,430.0,,49    And,47.007274,,90.1713,5.27,#FFE1C5,K0III,Andromeda
22.546305,9138.0,434.0,,98Mu  Psc,6.14382,,93.1966,4.84,#FECFA3,K4III,Pisces
22.59543,9228.0,436.0,,,-26.207851,,137.931,5.92,#FED1A7,K2III,Sculptor
22.80666,9021.0,427.0,,38    Cas,70.264604,,28.9771,5.82,#FAF3F6,F6V,Cassiopeia
22.812765,9362.0,440.0,,Del Phe,-49.072702,,43.573,3.93,#FFE2C8,K0III-IV,Phoenix
22.870875,9270.0,437.0,,99Eta Psc,15.345823000000001,,107.1811,3.62,#FFE2C8,G8III,Pisces
22.930199999999996,9377.0,441.0,,,-30.283081,,102.3541,5.79,#FFDDBE,K0III,Sculptor
23.233545000000003,9525.0,445.0,,,-36.865231,,84.3882,5.49,#FFE0C3,K1/K2III,Sculptor
23.35713,9352.0,439.0,,,58.32733399999999,,675.6757,5.69,#FECD9E,K0Ib+...,Cassiopeia
23.428485,9562.0,448.0,,,-7.025341,,29.5159,5.75,#FFF1E9,G2IV,Cetus
23.48292,9408.0,442.0,,39Chi Cas,59.232040000000005,,63.8162,4.68,#FFE1C6,K0III,Cassiopeia
23.569185,9531.0,446.0,,,37.237146,,143.472,5.9,#C3D5FD,B9IV,Andromeda
23.657400000000003,9672.0,451.0,,49    Cet,-15.676359,,59.3824,5.62,#D1DEFE,A1V,Cetus
23.704439999999998,9640.0,450.0,,,18.460511999999998,,163.1321,5.9,#FEC996,M2III,Pisces
23.97813,9780.0,457.0,,,17.433841,,58.072,5.95,#E8EDFF,F0IV,Pisces
23.995694999999998,9856.0,459.0,,50    Cet,-15.400182999999998,,167.5042,5.41,#FFD6B0,K1III,Cetus
24.035415,9906.0,462.0,,Tau Scl,-29.907317,,69.3481,5.69,#F0F0FF,F2V,Sculptor
24.199485,9826.0,458.0,Gl 61,50Ups And,41.405459,,13.4916,4.1,#FCF3F2,F8V,Andromeda
24.27465,9919.0,463.0,,102Pi  Psc,12.141535000000001,,35.0877,5.54,#F1F1FE,F0V,Pisces
24.365834999999997,11025.0,525.0,,,-84.769593,,116.6861,5.66,#FFE4CB,K0III,Octans
24.42834,10144.0,472.0,,Alp Eri,-57.236757,Achernar,42.7533,0.45,#BBD1FF,B3Vp,Eridanus
24.479385,10800.0,512.0,Gl 67.1,,-82.97499499999999,,27.3823,5.88,#FEF1EB,G2V,Octans
24.498075,9927.0,464.0,,51    And,48.628213,,54.3183,3.59,#FED4AC,K3III,Andromeda
24.531525,9900.0,461.0,,,57.977631,,534.7594,5.55,#FECFA2,G5II,Cassiopeia
24.61452,10142.0,471.0,,,-36.528251000000004,,101.833,5.94,#FFDFC1,K0III,Sculptor
24.62889,9774.0,456.0,,40    Cas,73.04004,,140.4494,5.28,#FFE2C8,G8II-IIIvar,Cassiopeia
24.71577,10148.0,473.0,,,-21.275384,,77.2798,5.58,#F1F1FE,F0V,Cetus
24.837525,10072.0,469.0,,52Chi And,44.386165000000005,,76.746,5.01,#FFE7D1,G8III...,Andromeda
24.920070000000003,10164.0,475.0,,105    Psc,16.405858,,120.1923,5.98,#FFDBBA,K2III,Pisces
24.947535,10360.0,486.0,Gl 66B,,-56.1964,,7.8223,5.76,#FFE7D1,K0V,Eridanus
25.145055,10205.0,477.0,,53Tau And,40.577049,,218.3406,4.96,#C3D5FE,B8III,Andromeda
25.165110000000002,10204.0,476.0,,,43.297686999999996,,69.5894,5.63,#E3EAFF,A9IV:,Andromeda
25.357889999999998,10380.0,489.0,,106Nu  Psc,5.487613,,111.3586,4.45,#FED1A5,K3III,Pisces
25.413495,10348.0,485.0,,,30.04712,,157.7287,5.97,#FFE0C4,K0III,Triangulum
25.436805,10453.0,492.0,,,-11.324669,,39.4477,5.75,#F8F3F9,F5V+...,Cetus
25.445745000000002,10307.0,483.0,Gl 67,,42.613369,,12.7389,4.96,#FEF1EB,G2V,Andromeda
25.449825,10615.0,505.0,,,-60.789339,,111.4827,5.7,#FED4AD,K2/K3III,Hydrus
25.512495000000005,10538.0,498.0,,,-36.832305,,93.1099,5.7,#C8D9FD,A0V,Sculptor
25.51452,10390.0,490.0,,,35.245707,,84.246,5.63,#C4D6FD,B9IV-V,Triangulum
25.535835,10537.0,497.0,,Pi  Scl,-32.32697,,65.8762,5.25,#FFDFC1,K1II/III,Sculptor
25.585320000000003,10221.0,478.0,,43    Cas,68.043021,,119.1895,5.57,#C5D6FD,A0p SiSr,Cassiopeia
25.621875,10647.0,506.0,NN 3109,,-53.740834,,17.4338,5.52,#FDF3F1,F8V,Eridanus
25.624050000000004,10476.0,493.0,Gl 68,107    Psc,20.268504,,7.5324,5.24,#FFE9D6,K1V,Pisces
25.68129,10550.0,500.0,,,-3.6902,,364.9635,4.98,#FECFA3,K3II-III,Cetus
25.732395,10250.0,480.0,,42    Cas,70.62252600000001,,85.1064,5.18,#C7D8FD,B9V,Cassiopeia
25.832264999999996,10425.0,491.0,,44    Cas,60.551331999999995,,320.5128,5.78,#C8D9FD,B8IIIn,Cassiopeia
25.915125,10516.0,496.0,,Phi Per,50.688732,,220.2643,4.01,#C0D4FE,B2Vpe,Perseus
26.017185,10700.0,509.0,Gl 71,52Tau Cet,-15.937479999999999,,3.6502,3.49,#FFEEE1,G8V,Cetus
26.34846,10761.0,510.0,,110Omi Psc,9.157736,,85.6898,4.26,#FFE4CB,K0III,Pisces
26.411445,10830.0,514.0,,Eps Scl,-25.05261,,28.1136,5.29,#F5F2FC,F2IV,Sculptor
26.496915,10824.0,513.0,,,-5.733299,,168.9189,5.37,#FEC997,K4III,Cetus
26.524800000000003,10934.0,519.0,,,-50.816256,,194.5525,5.49,#FDC590,M3III,Phoenix
26.525879999999997,10939.0,520.0,,,-53.522037,,62.0347,5.04,#CDDCFE,A1V,Eridanus
26.93502,10780.0,511.0,Gl 75,,63.852501000000004,,10.0675,5.63,#FFEAD9,K0V,Cassiopeia
27.04557,10982.0,522.0,,4    Ari,16.955551,,84.3882,5.86,#C5D7FD,B9.5V,Aries
27.108405,11037.0,527.0,,,3.685447,,98.4252,5.91,#FFE2C8,G9III,Pisces
27.16212,10975.0,521.0,,,37.952870000000004,,104.6025,5.94,#FFE2C8,K0III,Andromeda
27.17325,11007.0,523.0,NN 3115,,32.69021,,27.8552,5.78,#FDF2EF,F8V,Triangulum
27.39627,11171.0,531.0,Wo 9061A,53Chi Cet,-10.68641,,23.1857,4.66,#F0F0FF,F3III,Cetus
27.535709999999998,11154.0,530.0,,1    Ari,22.275338,,179.5332,5.83,#FFEDDF,K1III+...,Aries
27.71655,11257.0,534.0,,,11.043378,,42.0168,5.92,#EDEFFF,F2Vw,Aries
27.726885000000003,11413.0,541.0,,,-50.206138,,77.1605,5.94,#DCE5FF,A1V,Phoenix
27.737969999999997,11151.0,529.0,,,51.933417,,41.684,5.96,#F6F3FB,F5V,Perseus
27.865139999999997,11353.0,539.0,,55Zet Cet,-10.335038,,72.0461,3.74,#FFDAB8,K2III,Cetus
27.997139999999998,11241.0,533.0,,1    Per,55.147385,,396.8254,5.53,#BAD0FF,B1.5V,Perseus
28.03902,11291.0,536.0,,2    Per,50.792794,,147.929,5.7,#C3D5FD,B9p...,Perseus
28.217129999999997,11522.0,547.0,,,-16.92925,,94.162,5.78,#E8EDFF,F0V,Cetus
28.27044,11443.0,544.0,Gl 78.1,2Alp Tri,29.578829,,19.4175,3.42,#FAF3F6,F6IV,Triangulum
28.32228,11428.0,543.0,,55    And,40.72979,,193.4236,5.42,#FED2A8,K1III,Andromeda
28.382550000000002,11502.0,546.0,,5Gam2Ari,19.293851999999998,,50.3018,3.88,#C5D6FD,A1p Si,Aries
28.388955000000003,11559.0,549.0,,111Xi  Psc,3.187536,,54.9149,4.61,#FFE5CC,K0III SB,Pisces
28.41153,11695.0,555.0,,Psi Phe,-46.302669,,104.8218,4.39,#FDC691,M4III SB,Phoenix
28.59183,11753.0,558.0,,Phi Phe,-42.49695,,94.0734,5.12,#C4D6FD,A3V,Phoenix
28.598760000000002,11415.0,542.0,,45Eps Cas,63.670101,,126.2626,3.35,#BCD1FF,B2pvar,Cassiopeia
28.66002,11636.0,553.0,Gl 80,6Bet Ari,20.808035,Sheratan,17.9856,2.64,#DDE6FF,A5V...,Aries
28.73358,11977.0,570.0,,Eta2Hyi,-67.64730300000001,,67.0691,4.68,#FFE4CC,G5III,Hydrus
28.962659999999996,11763.0,559.0,,7    Ari,23.577322,,170.9402,5.76,#FFD8B4,K1III,Aries
28.977,11727.0,556.0,,,37.277786,,282.4859,5.89,#FDC691,K5III,Andromeda
28.98846,11937.0,566.0,Gl 81A,Chi Eri,-51.608896,,17.8508,3.69,#FFE9D5,G5IV,Eridanus
29.000054999999996,11529.0,548.0,,46Ome Cas,68.685242,,215.0538,4.97,#C2D5FE,B8III,Cassiopeia
29.038905,11749.0,557.0,,56    And,37.25183,,96.9932,5.69,#FFDEBF,G8III...,Andromeda
29.167485000000003,11930.0,565.0,,56    Cet,-22.526785,,108.2251,4.92,#FECD9E,K3III,Cetus
29.29188,12055.0,574.0,,,-47.385277,,76.1035,4.82,#FFE8D3,G8III,Phoenix
29.33772,11909.0,563.0,,8Iot Ari,17.817532,,159.4896,5.09,#FFE5CD,K1p...,Aries
29.432264999999997,11928.0,564.0,,,27.804381,,140.2525,5.84,#FDC793,M2III,Triangulum
29.482169999999996,11973.0,569.0,,9Lam Ari,23.596061,,39.4945,4.79,#ECEEFF,F0V,Aries
29.639595,11949.0,568.0,,3    Per,49.204352,,75.0188,5.7,#FFE1C5,K0IV,Perseus
29.691764999999997,12311.0,591.0,Gl 83,Alp Hyi,-61.569858999999994,,22.0119,2.86,#ECEEFF,F0V,Hydrus
29.898659999999996,12139.0,577.0,,,21.05857,,119.9041,5.89,#FFDFC2,K0III-IV,Aries
29.908379999999998,11946.0,567.0,,,64.621602,,75.3012,5.29,#CAD9FD,A0Vn,Cassiopeia
29.91177,12296.0,588.0,,,-42.030532,,89.9281,5.57,#FFDEC0,K1III,Phoenix
29.94249,12255.0,583.0,,57    Cet,-20.824539,,180.5054,5.43,#FDC48E,M0/M1III,Cetus
30.001260000000002,12274.0,585.0,,59Ups Cet,-21.077831,,89.7666,3.99,#FEC894,K5/M0III,Cetus
30.038159999999998,12235.0,582.0,,112    Psc,3.0970150000000003,,33.5008,5.89,#FEF1EC,G2IV,Pisces
30.111764999999995,12292.0,587.0,,,-8.523873,,145.9854,5.43,#FECFA2,M3III,Cetus
30.311385,12438.0,594.0,,Pi  For,-30.001829999999998,,90.2527,5.34,#FFE7D1,G8III,Fornax
30.426600000000004,12524.0,602.0,,Chi Phe,-44.713509,,115.0748,5.15,#FECB9B,K5III,Phoenix
30.489659999999997,12111.0,575.0,,48    Cas,70.90701999999999,,35.2609,4.49,#DDE6FF,A3IV,Cassiopeia
30.511754999999997,12446.0,595.0,,113Alp Psc,2.763759,,46.1681,3.82,#CCDBFE,A2,Pisces
30.575384999999997,12303.0,590.0,,4    Per,54.487541,,223.2143,4.99,#C3D5FE,B8III,Perseus
30.646155000000004,12479.0,601.0,,,13.476716,,206.1856,5.97,#FDC792,M2III,Aries
30.718695000000004,12279.0,586.0,,52    Cas,64.901466,,83.8926,6.0,#CDDBFE,A1Vn,Cassiopeia
30.741495,12471.0,599.0,,3Eps Tri,33.284135,,120.048,5.5,#CDDBFE,A2V,Triangulum
30.744030000000002,12583.0,608.0,,,-15.305932,,109.8901,5.87,#FFE3C9,K0II/III,Cetus
30.75078,12301.0,589.0,,53    Cas,64.39001800000001,,537.6344,5.59,#EFF0FF,B8Ib,Cassiopeia
30.798540000000003,12573.0,607.0,,60    Cet,0.12850699999999998,,86.1326,5.42,#DBE5FF,A5III,Cetus
30.85902,12216.0,580.0,,50    Cas,72.42129399999999,,48.1696,3.95,#C9D9FD,A2V,Cassiopeia
30.913905,12558.0,605.0,,10    Ari,25.935471,,48.7092,5.64,#FCF3F2,F8IV,Aries
30.918705000000003,12642.0,611.0,,,-4.103516,,166.113,5.61,#FDC692,K5Iab:,Cetus
30.950715000000002,12641.0,610.0,,61    Cet,-0.340251,,110.9878,5.96,#FFE8D4,G5V...,Cetus
30.97476,12533.0,603.0,,57Gam1And,42.329725,Almaak,120.4819,2.1,#FED0A3,B8V,Andromeda
31.122659999999996,12767.0,612.0,,Nu  For,-29.296819,,113.7656,4.68,#BCD1FF,B9.5p (Si),Fornax
31.279725,12230.0,581.0,,47    Cas,77.281341,,33.1565,5.27,#F1F1FF,F0Vn,Cassiopeia
31.381544999999996,12339.0,592.0,,49    Cas,76.11506,,122.6994,5.22,#FFE3CA,G8III,Cassiopeia
31.641345,12869.0,613.0,,12Kap Ari,22.648317000000002,,55.6793,5.03,#D8E3FF,A2m,Aries
31.793325000000003,12929.0,617.0,Gl 84.3,13Alp Ari,23.462423,Hamal,20.1776,2.01,#FFDAB7,K2III,Aries
32.121809999999996,13041.0,620.0,,58    And,37.859077,,58.6854,4.78,#D8E3FF,A5IV-V,Andromeda
32.16909,12953.0,618.0,,,58.423601,,100000.0,5.66,#FEF2ED,A1Ia,Perseus
32.28876,13336.0,632.0,,,-43.516596,,159.7444,5.84,#FFD7B3,K1III,Phoenix
32.355540000000005,13174.0,623.0,,14    Ari,25.939892,,88.4956,4.98,#F0F1FF,F2III,Aries
32.385870000000004,13161.0,622.0,,4Bet Tri,34.987297,,38.8954,3.0,#DAE4FF,A5III,Triangulum
32.656635,13325.0,631.0,,15    Ari,19.500338,,171.2329,5.68,#FDC48E,M3III,Aries
32.837835,13421.0,635.0,,64    Cet,8.569805,,40.7166,5.64,#FDF2F0,G0IV,Cetus
32.842605,13456.0,638.0,,,-10.052162,,47.5964,6.0,#F6F3FB,F5V,Cetus
32.899305,13468.0,639.0,,63    Cet,-1.8254290000000002,,119.0476,5.94,#FFE3C8,G9III:,Cetus
33.092865,13480.0,642.0,,6    Tri,30.303067,,89.1266,4.94,#FFECDC,F5V comp SB,Triangulum
33.156405,13522.0,644.0,,,24.167778,,228.833,5.96,#FED0A4,K0,Aries
33.19809,13612.0,650.0,Gl 87.1A,66    Cet,-2.393637,,39.6983,5.65,#FCF3F2,F8V,Cetus
33.200325,13555.0,646.0,GJ 1043,17Eta Ari,21.210993,,28.8684,5.23,#F9F3F8,F5V,Aries
33.226949999999995,13709.0,652.0,Gl 89,Mu  For,-30.723825,,98.2318,5.27,#C8D8FD,A0V,Fornax
33.249975000000006,13611.0,649.0,,65Xi 1Cet,8.846717,,117.5088,4.36,#FFE7D1,G8II:,Cetus
33.2541,13692.0,651.0,,,-21.000137,,106.383,5.86,#FFE1C5,K0III,Cetus
33.26376,13596.0,648.0,,19    Ari,15.279860000000001,,146.8429,5.72,#FEC895,M0III,Aries
33.305535,13520.0,643.0,,60    And,44.231652000000004,,162.6016,4.84,#FECB9B,K4III,Andromeda
33.40092,13530.0,645.0,,,51.065818,,64.9773,5.31,#FFE5CD,G8III:var,Perseus
33.56049,14141.0,667.0,,Pi 1Hyi,-67.841441,,238.0952,5.57,#FEC894,M1III,Hydrus
33.633120000000005,13940.0,659.0,,,-41.166765000000005,,105.7082,5.91,#FFE3C9,G9III,Phoenix
33.8691,14287.0,678.0,,Pi 2Hyi,-67.74636600000001,,149.7006,5.67,#FED2A9,K2III,Hydrus
33.92826,13872.0,657.0,,21    Ari,25.043043,,51.0725,5.57,#FBF3F4,F6V,Aries
33.941835000000005,13871.0,656.0,,20    Ari,25.782937,,42.1053,5.79,#F7F3FA,F6IV-V,Aries
33.984525,13869.0,655.0,,7    Tri,33.358895000000004,,86.0585,5.25,#C9D9FD,A0V,Triangulum
34.12731,14228.0,674.0,,Phi Eri,-51.512165,,47.1254,3.56,#BFD3FE,B8IV-V,Eridanus
34.24602,14129.0,666.0,,67    Cet,-6.422116,,102.0408,5.51,#FFE3C9,G8III,Cetus
34.262865,13974.0,660.0,Gl 92,8Del Tri,34.224231,,10.784,4.84,#FEF1EC,G0V,Triangulum
34.328595,14055.0,664.0,,9Gam Tri,33.847194,,34.4353,4.03,#CBDBFE,A1Vnn,Triangulum
34.4994,13982.0,661.0,,8    Per,57.89982,,125.9446,5.75,#FFD8B5,K3III,Perseus
34.506,14214.0,672.0,,,1.757802,,24.3546,5.6,#FEF2EE,G0.5IV,Cetus
34.519125,13994.0,662.0,,7    Per,57.516321,,251.2563,5.99,#FFDFC1,G7III,Perseus
34.53141,14191.0,669.0,,22The Ari,19.901164,,137.1742,5.58,#CBDAFE,A1Vn,Aries
34.737465,14252.0,675.0,,10    Tri,28.642674,,115.4734,5.29,#CDDCFE,A2V,Triangulum
34.820054999999996,14212.0,670.0,,62    And,47.379973,,75.358,5.31,#CADAFD,A1V,Andromeda
34.976085,14641.0,688.0,,,-55.944796,,189.0359,5.81,#FDC793,K5III,Horologium
35.242485,14392.0,682.0,,63    And,50.151466,,120.3369,5.57,#C1D4FE,B9p Si,Andromeda
35.43747,15008.0,705.0,Gl 97.1,Del Hyi,-68.659418,,42.8266,4.08,#CDDCFE,A3V,Hydrus
35.48595,14652.0,689.0,,69    Cet,0.395675,,330.033,5.29,#FDC48D,M2III,Cetus
35.50638,14691.0,692.0,,,-10.777534,,29.656,5.43,#F2F1FE,F0V,Cetus
35.520765,14728.0,693.0,,,-17.662169,,135.6852,5.89,#FFD6AF,K2III,Cetus
35.55165,14690.0,691.0,,70    Cet,-0.8848520000000001,,80.1282,5.42,#F0F0FF,F0Vn,Cetus
35.589315,14489.0,685.0,,9    Per,55.845653000000006,,100000.0,5.16,#F3F2FD,A2Ia,Perseus
35.635560000000005,14802.0,695.0,Gl 97,Kap For,-23.816326,,21.9635,5.19,#FEF1EC,G2V,Fornax
35.70966,14622.0,687.0,,,41.396297,,47.0146,5.81,#ECEEFF,F0III-IV,Andromeda
35.71845,15248.0,715.0,,Kap Hyi,-73.645792,,97.2763,5.99,#FFDDBD,K0III,Hydrus
35.727779999999996,14943.0,701.0,,,-51.092129,,60.8643,5.9,#E3EAFF,A5V,Eridanus
36.103784999999995,14770.0,694.0,,64    And,50.006546,,122.399,5.19,#FFE2C7,G8III,Andromeda
36.204405,14951.0,702.0,,24Xi  Ari,10.610565,,267.3797,5.48,#C0D4FE,B7IV,Aries
36.224805,15233.0,714.0,,Lam Hor,-60.311946999999996,,49.3827,5.36,#F5F2FC,F2III,Horologium
36.4059,14872.0,699.0,,65    And,50.278631,,113.2503,4.73,#FEC996,K4III,Andromeda
36.487514999999995,15130.0,708.0,,72Rho Cet,-12.29048,,139.8601,4.88,#C7D8FD,A0V,Cetus
36.501465,15144.0,710.0,,,-15.341247000000001,,77.0416,5.88,#D7E2FF,Ap SrCrEu,Cetus
36.646725,15220.0,713.0,,,-20.042617,,84.1043,5.89,#FFD5AE,K2III,Cetus
36.746325,15371.0,721.0,,Kap Eri,-47.70384,,155.7632,4.24,#BDD2FF,B5IV,Eridanus
36.865725000000005,15176.0,712.0,,11    Tri,31.80128,,85.2515,5.55,#FFDBBA,K1III:,Triangulum
37.007085,15427.0,724.0,,Phi For,-33.811039,,46.5983,5.13,#D4E0FF,A2/A3V,Fornax
37.039755,15318.0,718.0,,73Xi 2Cet,8.460054,,59.2066,4.3,#C4D6FD,B9III,Cetus
37.041585,15257.0,717.0,,12    Tri,29.66933,,49.8256,5.29,#EEEFFF,F0III,Triangulum
37.202085,15335.0,720.0,Gl 99.1,13    Tri,29.931759999999997,,31.407,5.89,#FEF2EE,G0V,Triangulum
37.266555,15089.0,707.0,,Iot Cas,67.402474,,40.7332,4.46,#DCE5FF,A5p Sr,Cassiopeia
37.63479,15524.0,728.0,,,25.235035999999997,,51.7598,5.88,#F6F3FB,F6IV,Aries
37.68834,15633.0,732.0,,,0.255749,,86.2813,6.0,#DEE6FF,A7III-IVs,Cetus
37.875405,15694.0,737.0,Wo 9083,,2.267182,,140.8451,5.27,#FED4AC,K3III,Cetus
37.91751,16522.0,776.0,,Mu  Hyi,-79.109382,,87.0322,5.27,#FFE2C7,G4III,Hydrus
37.94625,8890.0,424.0,,1Alp UMi,89.26410899999999,Polaris,132.626,1.97,#FFF1EA,F7:Ib-IIv SB,Ursa Minor
38.02179,15798.0,740.0,,76Sig Cet,-15.244677,,26.6951,4.74,#F8F3F9,F5V,Cetus
38.02567500000001,15656.0,736.0,,14    Tri,36.147271,,132.8021,5.15,#FECB9B,K5III,Triangulum
38.03925,15779.0,739.0,,75    Cet,-1.0348959999999998,,81.4332,5.36,#FFE1C5,G3III:,Cetus
38.21928,15755.0,738.0,,,34.54241,,83.2639,5.84,#FFDDBD,K0III,Triangulum
38.22558,15814.0,741.0,NN 3161,29    Ari,15.034554,,29.9401,6.0,#FDF2EF,F8V,Aries
38.27928,15975.0,744.0,,Lam1For,-34.649967,,111.8568,5.91,#FFDEBF,K0/K1III,Fornax
38.461275,16046.0,749.0,,Ome For,-28.232343,,148.368,4.96,#C4D6FD,B9V,Fornax
38.677605,16074.0,752.0,,77    Cet,-7.859445,,140.647,5.74,#FECFA1,K4III,Cetus
38.911425,16028.0,748.0,,,37.312263,,191.2046,5.72,#FECFA2,K4III,Andromeda
38.94504,16058.0,750.0,,15    Tri,34.687558,,193.7984,5.38,#FDC48D,M3III,Triangulum
38.968635,16161.0,754.0,,78Nu  Cet,5.593246,,104.2753,4.87,#FFE7D1,G8III,Cetus
39.000195000000005,16212.0,759.0,,80    Cet,-7.831597,,142.6534,5.53,#FDC690,M0III,Cetus
39.020355,16160.0,753.0,Gl 105A,,6.88687,268 G. Cet,7.1803,5.79,#FFE5CD,K3V,Cetus
39.038610000000006,16307.0,767.0,,Iot1For,-30.044978000000004,,178.5714,5.74,#FFE0C4,G8/K0III,Fornax
39.14613,16247.0,766.0,,,7.730026,,90.7441,5.81,#FFDFC1,K0III:,Cetus
39.157965,16234.0,763.0,,31    Ari,12.447639,,34.7343,5.64,#FBF3F4,F7V,Aries
39.238185,16176.0,756.0,,,38.733581,,54.1712,5.91,#FBF3F5,F5V,Andromeda
39.244215000000004,16417.0,772.0,Gl 105.1,Lam2For,-34.577977000000004,,25.7798,5.78,#FFF0E8,G1V,Fornax
39.351375000000004,16555.0,778.0,,Eta Hor,-52.543085999999995,,45.5581,5.3,#ECEEFF,A6V,Horologium
39.40013999999999,16024.0,747.0,,,65.745336,,283.2861,5.8,#FEC894,K5III,Cassiopeia
39.42417,16400.0,771.0,,81    Cet,-3.396175,,92.5069,5.65,#FFE0C3,G5III:,Cetus
39.508635,15920.0,743.0,,,72.818252,,78.4314,5.17,#FFE6D0,G8III,Cassiopeia
39.577725,16538.0,777.0,,Iot2For,-30.194062,,33.9443,5.84,#F9F3F7,F5V,Fornax
39.704145,16432.0,773.0,,32Nu  Ari,21.961408,,103.3058,5.45,#DEE6FF,A7V,Aries
39.87066,16582.0,779.0,,82Del Cet,0.328511,,199.2032,4.08,#B6CEFF,B2IV,Cetus
39.890969999999996,16620.0,781.0,Gl 105.4A,83Eps Cet,-11.872156,,21.4823,4.83,#F8F3F9,F5V,Cetus
39.896985,16978.0,806.0,,Eps Hyi,-68.26694599999999,,46.5549,4.12,#C3D6FD,B9III,Hydrus
39.949889999999996,16754.0,789.0,,,-42.89167,,35.6888,4.74,#D0DEFE,A2V,Eridanus
40.051755,16673.0,784.0,NN 3175,,-9.452875,,21.7581,5.79,#FCF3F3,F6V,Cetus
40.164989999999996,16920.0,802.0,,Zet Hor,-54.549911,,49.0918,5.21,#F6F3FB,F4IV,Horologium
40.166714999999996,16815.0,794.0,,Iot Eri,-39.855375,,46.1894,4.11,#FFE1C5,K0III,Eridanus
40.171125,16628.0,782.0,,33    Ari,27.060942999999998,,70.9723,5.3,#D3DFFF,A3V,Aries
40.308330000000005,16765.0,790.0,,84    Cet,-0.695653,,22.5887,5.72,#FBF3F5,F7IV,Cetus
40.39221,16825.0,796.0,,,-14.549276,,47.2144,5.98,#F7F3FA,F5V,Cetus
40.52751,16975.0,805.0,,,-38.383686,,126.4223,5.99,#FFE5CD,G8III,Fornax
40.56216,16739.0,788.0,Gl 105.6,12    Per,40.193944,,24.1896,4.91,#FEF2EF,F9V,Perseus
40.591409999999996,16811.0,793.0,,34Mu  Ari,20.011465,,116.8224,5.74,#C8D8FD,A0V,Aries
40.638975,17051.0,810.0,Gl 108,Iot Hor,-50.800294,,17.1674,5.4,#FDF2F0,G3IV,Horologium
40.74792,16735.0,787.0,,,53.526105,,141.2429,5.85,#FFDBB9,K0II-III,Perseus
40.761765000000004,16727.0,785.0,,11    Per,55.106018999999996,,132.2751,5.76,#BFD3FE,B7IIIp...,Perseus
40.82517,16970.0,804.0,Gl 106.1A,86Gam Cet,3.235818,,24.4081,3.47,#D4E0FF,A3V,Cetus
40.86297,16908.0,801.0,,35    Ari,27.707146,,105.1525,4.65,#BED3FE,B3V,Aries
41.02149,16901.0,800.0,,14    Per,44.29704,,301.2048,5.43,#FFE6CF,G0Ib,Perseus
41.030625,17081.0,811.0,,89Pi  Cet,-13.858695999999998,,120.4819,4.24,#BED3FE,B7IV,Cetus
41.04951,16895.0,799.0,Gl 107A,13The Per,49.228448,,11.1272,4.1,#FBF3F4,F7V,Perseus
41.137395,17036.0,809.0,,37Omi Ari,15.311862,,182.1494,5.78,#C7D8FD,B9Vn,Aries
41.206995000000006,16769.0,791.0,,,67.82463,,126.7427,5.95,#DAE4FF,A5III,Cassiopeia
41.235585,17094.0,813.0,Wo 9099,87Mu  Cet,10.114146,,25.7732,4.27,#EEEFFF,F1III-IV,Cetus
41.23992,17093.0,812.0,,38    Ari,12.445761,,36.3372,5.17,#E6EBFF,A7III-IV,Aries
41.27572500000001,17206.0,818.0,Gl 111,1Tau1Eri,-18.572563,,14.2207,4.47,#FAF3F7,F5/F6V,Eridanus
41.364435,17504.0,833.0,,Gam Hor,-63.704553000000004,,55.991,5.73,#FFE4CC,G8III/IV,Horologium
41.38572,17566.0,837.0,,Zet Hyi,-67.616617,,87.184,4.83,#D0DEFE,A2IV/V,Hydrus
41.94852,16458.0,774.0,,,81.448475,,133.1558,5.8,#FED3A9,G8p...,Cepheus
41.9772,17361.0,824.0,,39    Ari,29.247118,,52.6039,4.52,#FFDCBA,K1III,Aries
42.133695,17459.0,828.0,,40    Ari,18.28379,,141.6431,5.83,#FFD7B1,K1III,Aries
42.19125,17471.0,830.0,,,25.188064,,121.8027,5.89,#C6D7FD,A0V,Aries
42.25593,17848.0,852.0,,Nu  Hor,-62.806521,,50.4541,5.25,#D5E1FF,A2V,Horologium
42.272535,17652.0,841.0,,Bet For,-32.405898,,52.9381,4.45,#FFE2C7,G8III,Fornax
42.323159999999994,17543.0,836.0,,42Pi  Ari,17.464309,,239.2344,5.26,#C3D5FD,B6V,Aries
42.47574,17729.0,845.0,,Gam2For,-27.941981,,140.647,5.39,#CBDAFE,A1V,Fornax
42.495945,17573.0,838.0,,41    Ari,27.260507,,50.7872,3.61,#C0D4FE,B8Vn,Aries
42.56157,17793.0,848.0,,Eta2For,-35.843636,,137.931,5.92,#FFE6CF,K0III,Fornax
42.618825,18293.0,872.0,,Nu  Hyi,-75.066947,,104.0583,4.76,#FED1A6,K3III,Hydrus
