ra,hd,hr,gl,bf,dec,proper,dist,mag,ci,spect,con
79.99593,34863.0,1757.0,,7Nu  Lep,-12.315585,,102.2495,5.29,#C0D4FE,B7/B8V,Lepus
80.003835,34578.0,1740.0,,19    Aur,33.958054,,636.9427,5.05,#EBEEFF,A5IIvar,Auriga
80.06113500000001,34557.0,1738.0,,,41.086211999999996,,84.9618,5.46,#D8E3FF,A3V,Auriga
80.09422500000001,34255.0,1720.0,,,62.653711,,628.9308,5.64,#FDC187,K4Iab:,Camelopardalis
80.112165,34968.0,1762.0,,,-21.239763,,127.551,4.7,#C5D6FD,A0V,Lepus
80.30286000000001,34790.0,1752.0,,,29.569884000000002,,88.574,5.66,#D0DEFE,A1Vs,Auriga
80.38267499999999,35007.0,1764.0,,,-0.416491,,307.6923,5.68,#BED3FE,B3V,Orion
80.4315,34989.0,1763.0,,,8.428556,,436.6812,5.78,#BFD3FE,B1V...,Orion
80.44062000000001,35039.0,1765.0,,22    Ori,-0.382465,,284.9003,4.72,#BBD1FF,B2IV-V,Orion
80.442735,35162.0,1771.0,,,-24.772981,,107.8749,5.06,#FFF0E7,A2/A3,Lepus
80.45172,34759.0,1749.0,,20Rho Aur,41.804572,,162.3377,5.22,#BED2FF,B5V,Auriga
80.64054,33564.0,1686.0,Gl 196,,79.231149,,20.8855,5.08,#FBF3F5,F6V,Camelopardalis
80.70833999999999,35149.0,1770.0,,23    Ori,3.5444519999999997,,476.1905,4.99,#C1D4FE,B1V,Orion
80.70966,34904.0,1760.0,,,41.02926,,89.6861,5.54,#D9E3FF,A3V,Auriga
80.827125,35281.0,1778.0,,,-8.415595,,122.6994,5.99,#C6D7FD,B8+...,Orion
80.85009,35515.0,1793.0,,,-39.678422999999995,,199.2032,5.73,#FDC58F,M2III,Columba
80.865975,34787.0,1751.0,,16    Cam,57.544394999999994,,103.0928,5.24,#C8D9FD,A0Vn,Camelopardalis
80.87565,35337.0,1783.0,,8    Lep,-13.927351999999999,,505.0505,5.25,#B6CDFF,B2IV,Lepus
80.92629,35299.0,1781.0,,,-0.15981800000000002,,268.8172,5.69,#B7CEFF,B1.5V,Orion
80.98678500000001,35369.0,1784.0,,29    Ori,-7.808064999999999,,48.2393,4.13,#FFE4CB,G8III,Orion
81.106065,35296.0,1780.0,Gl 202,111    Tau,17.383534,,14.3864,5.0,#FCF3F2,F8V SB,Taurus
81.11871,35505.0,1792.0,,,-16.975781,,68.2594,5.64,#C9D9FD,A0V,Lepus
81.11923499999999,35411.0,1788.0,,28Eta Ori,-2.3971459999999998,,299.4012,3.35,#B3CCFE,B1V + B2,Orion
81.12045,35410.0,1787.0,,27    Ori,-0.8913280000000001,,57.2082,5.07,#FFE3C9,K0III,Orion
81.1605,35239.0,1776.0,,,31.143147999999997,,211.4165,5.94,#CDDCFE,B9III,Auriga
81.16309500000001,35186.0,1773.0,,21Sig Aur,37.385346000000006,,143.2665,5.02,#FECC9D,K4III,Auriga
81.18678,35439.0,1789.0,,25Psi1Ori,1.8464450000000001,,318.4713,4.89,#B8CFFF,B1V:pe,Orion
81.257265,35536.0,1799.0,,,-10.328887,,133.8688,5.6,#FEC895,K5III,Orion
81.282765,35468.0,1790.0,,24Gam Ori,6.349702,Bellatrix,77.3994,1.64,#B5CDFF,B2III,Orion
81.499275,35736.0,1812.0,,,-19.695399,,45.0248,5.78,#F8F3FA,F5V,Lepus
81.57297000000001,35497.0,1791.0,,112Bet Tau,28.60745,Alnath,41.0509,1.65,#BED2FF,B7III,Taurus
81.580305,36189.0,1836.0,,Lam Dor,-58.912519999999994,,140.4494,5.14,#FFE2C7,G6III,Dorado
81.70335,35520.0,1795.0,,,34.39181,,645.1613,5.92,#DAE4FF,A1p,Auriga
81.70929,35715.0,1811.0,,30Psi2Ori,3.0956740000000003,,348.4321,4.59,#B8CFFF,B2IV,Orion
81.77217,36060.0,1827.0,,,-40.943509999999996,,91.9118,5.86,#E6ECFF,A7m,Columba
81.78447000000001,35600.0,1804.0,,,30.208603000000004,,440.5286,5.69,#DFE7FF,B9Ib,Auriga
81.79206,35671.0,1808.0,,115    Tau,17.962216,,168.3502,5.4,#C1D4FE,B5V,Taurus
81.908685,35708.0,1810.0,,114    Tau,21.936965,,191.5709,4.88,#BDD2FF,B2.5IV,Taurus
81.91202999999999,35620.0,1805.0,,24Phi Aur,34.475892,,138.8889,5.08,#FECEA1,K4IIIp,Auriga
81.940035,35770.0,1814.0,,116    Tau,15.874051999999999,,130.039,5.52,#CBDAFE,B9.5Vn,Taurus
82.00671,35802.0,1816.0,,117    Tau,17.23913,,187.9699,5.77,#FDC58E,M1III,Taurus
82.06134,36079.0,1829.0,,9Bet Lep,-20.759441,Nihal,49.1642,2.81,#FFEAD9,G5II,Lepus
82.06389,36187.0,1835.0,,,-37.230767,,87.7963,5.56,#CCDBFE,A0V,Columba
82.31874,35943.0,1821.0,,118    Tau,25.150215,,130.3781,5.47,#C5D7FD,B9Vn,Taurus
82.34869499999999,36134.0,1830.0,,,-3.446394,,151.0574,5.8,#FFDAB7,K1III...,Orion
82.43325,36167.0,1834.0,,31    Ori,-1.092239,,155.7632,4.71,#FDC691,K5III,Orion
82.47822000000001,36166.0,1833.0,,,1.7892599999999999,,438.5965,5.77,#B8CFFF,B2V,Orion
82.53948,36553.0,1856.0,,,-47.077655,,44.1306,5.46,#FEF1EC,G3IV,Pictor
82.542525,35583.0,1802.0,,17    Cam,63.06721999999999,,288.1844,5.43,#FDC289,M1III,Camelopardalis
82.60902,36162.0,1832.0,,,15.360449,,77.5795,5.93,#D5E1FF,A3Vn,Orion
82.69605,36267.0,1839.0,,32    Ori,5.948139,,92.8505,4.2,#BDD2FF,B5V,Orion
82.70271,36040.0,1824.0,,,41.461994,,128.866,5.99,#FFDCBA,K0IIIp,Auriga
82.78177500000001,36473.0,1849.0,,10    Lep,-20.863659,,83.2639,5.53,#CBDAFE,A0V,Lepus
82.803135,36597.0,1862.0,,Eps Col,-35.470519,,80.7103,3.86,#FFDBB9,K1II/III,Columba
82.810545,36351.0,1842.0,,33    Ori,3.292133,,348.4321,5.46,#BAD0FF,B1.5V,Orion
82.89999,36734.0,1870.0,,,-45.925317,,168.0672,5.86,#FED0A5,K3III,Pictor
82.96977,37763.0,1953.0,,Gam Men,-76.340964,,31.3578,5.18,#FFDBB9,K4III,Mensa
82.982745,36512.0,1855.0,,36Ups Ori,-7.301537,,877.193,4.62,#B1CAFE,B0V,Orion
83.00167499999999,36486.0,1852.0,,34Del Ori,-0.299092,Mintaka,212.3142,2.25,#BAD0FF,O9.5II,Orion
83.05312500000001,36389.0,1845.0,,119    Tau,18.594234,,549.4505,4.32,#FEB670,M2Ib,Taurus
83.05893,36408.0,1847.0,,,17.058128,,917.4312,5.5,#C9D9FD,B7III,Taurus
83.17229999999999,36591.0,1861.0,,,-1.591831,,478.4689,5.34,#B9CFFF,B1IV,Orion
83.181975,36371.0,1843.0,,25Chi Aur,32.192021999999994,,100000.0,4.71,#EBEEFF,B5Iab,Auriga
83.18256000000001,36673.0,1865.0,,11Alp Lep,-17.822289,Arneb,680.2721,2.58,#E3EAFF,F0Ib,Lepus
83.214195,36848.0,1877.0,,,-38.513371,,52.8262,5.45,#FFD6B0,K2/K3III,Columba
83.248095,37297.0,1917.0,,,-64.227517,,71.0227,5.34,#FFDFC1,G8/K0III,Dorado
83.280735,36874.0,1881.0,,,-35.139376,,78.9266,5.75,#FFDDBD,K0III,Columba
83.381025,36695.0,1868.0,,,-1.156073,,450.4505,5.36,#BAD0FF,B1V,Orion
83.38179000000001,36576.0,1858.0,,120    Tau,18.540231,,476.1905,5.67,#C7D8FD,B2IV-Ve,Taurus
83.40631499999999,37350.0,1922.0,,Bet Dor,-62.489825,,308.642,3.76,#FFF1E9,F6Ia,Dorado
83.476185,36653.0,1864.0,,35    Ori,14.305578,,136.7989,5.6,#BFD3FE,B3V,Orion
83.51686500000001,36780.0,1874.0,,,-1.470253,,209.6436,5.92,#FEC996,K5III,Orion
83.56989,36777.0,1872.0,,38    Ori,3.766895,,84.6024,5.32,#CFDDFE,A2V,Orion
83.68659,37993.0,1964.0,,,-73.741277,,333.3333,5.79,#FDC288,M2/M3III,Mensa
83.70516,36822.0,1876.0,,37Phi1Ori,9.489578999999999,,333.3333,4.39,#BCD1FF,B0IV...,Orion
83.754195,36959.0,1886.0,,,-6.00927,,826.4463,5.67,#B5CDFF,B1Vvar,Orion
83.76116999999999,36960.0,1887.0,,,-6.002027,,495.0495,4.78,#B2CBFE,B0.5V,Orion
83.784495,36861.0,1879.0,,39Lam Ori,9.934158,,336.7003,3.39,#BBD1FF,O...,Orion
83.805165,36881.0,1883.0,,,10.240093,,343.6426,5.6,#DBE5FF,B9IIIMNp...,Orion
83.814465,37192.0,1909.0,,,-33.079724,,92.4214,5.76,#FFDBBA,K0III,Columba
83.81592,37020.0,1893.0,,41The1Ori,-5.387315,,100000.0,4.98,#FFFFFF,O7,Orion
83.818605,37022.0,1895.0,,41The1Ori,-5.389696,,100000.0,5.13,#CCDBFE,O6pe,Orion
83.84542499999999,37041.0,1897.0,,43The2Ori,-5.41606,,473.9336,4.98,#C0D4FE,O9.5Vpe,Orion
83.84652,37018.0,1892.0,,42    Ori,-4.838358,,271.0027,4.58,#B9D0FF,B2III...,Orion
83.858265,37043.0,1899.0,,44Iot Ori,-5.9099010000000005,Hatsya,714.2857,2.75,#B6CEFF,O9III,Orion
83.86303500000001,36819.0,1875.0,,121    Tau,24.039589000000003,,169.4915,5.37,#C1D4FE,B2.5IV,Taurus
83.91451500000001,37077.0,1901.0,,45    Ori,-4.8560669999999995,,110.2536,5.24,#E9EDFF,F0III,Orion
84.05338499999999,37128.0,1903.0,,46Eps Ori,-1.20192,Alnilam,606.0606,1.69,#B9D0FF,B0Ia,Orion
84.14675999999999,36678.0,1866.0,,,54.428658,,228.833,5.74,#FDC38B,M0III,Auriga
84.148725,37209.0,1911.0,,,-6.0647519999999995,,471.6981,5.71,#B6CEFF,B1V...,Orion
84.22662,37160.0,1907.0,,40Phi2Ori,9.290673,,36.0231,4.09,#FFE3CA,G8III-IV,Orion
84.26556,37147.0,1905.0,,122    Tau,17.040324,,48.5909,5.53,#E6EBFF,F0V,Taurus
84.26825999999998,37171.0,1908.0,,,11.035005,,251.8892,5.97,#FDC691,K4II SB,Orion
84.2874,39091.0,2022.0,Wo 9189,Pi  Men,-80.469122,,18.315,5.65,#FEF2ED,G3IV,Mensa
84.286845,37098.0,1902.0,,,26.924473,,154.7988,5.83,#C2D5FE,B9IV-V,Taurus
84.41119499999999,37202.0,1910.0,,123Zet Tau,21.142549,,136.4256,2.97,#BCD2FF,B4IIIp,Taurus
84.435915,37495.0,1935.0,Gl 209.1,Nu 2Col,-28.689690000000002,,40.7997,5.28,#FAF3F6,F5V,Columba
84.50466,37320.0,1920.0,,,7.54142,,239.2344,5.87,#C3D6FD,B8III,Orion
84.658215,37481.0,1933.0,,,-6.573958999999999,,411.5226,5.96,#B6CEFF,B1.5IV,Orion
84.658695,37269.0,1914.0,,26    Aur,30.492411999999998,,173.6111,5.4,#F8F3F9,A2V + GIII,Auriga
84.68136,37717.0,1947.0,,,-40.707306,,134.7709,5.81,#C2D5FE,B8V,Columba
84.686535,37468.0,1931.0,,48Sig Ori,-2.600069,,328.9474,3.77,#B9CFFF,O9.5V...,Orion
84.721185,37507.0,1937.0,Wo 9187,49    Ori,-7.212828999999999,,44.603,4.77,#DAE4FF,A4V,Orion
84.79643999999999,37490.0,1934.0,,47Ome Ori,4.121467,,423.7288,4.5,#C0D4FE,B3IIIe,Orion
84.826305,37367.0,1924.0,,,29.215213000000002,,324.6753,5.98,#DBE5FF,B2IV-V,Auriga
84.879795,37594.0,1940.0,,,-3.564704,,42.5713,5.99,#ECEFFF,A8Vs,Orion
84.912255,37795.0,1956.0,,Alp Col,-34.074108,Phakt,80.1282,2.65,#BFD3FE,B7IV,Columba
84.93415499999999,37438.0,1928.0,,125    Tau,25.897091,,131.0616,5.18,#BCD1FF,B3IV,Taurus
84.957675,37811.0,1958.0,,,-32.629216,,129.3661,5.44,#FFE5CE,G6/G8III,Columba
85.189695,37742.0,1948.0,,50Zet Ori,-1.9425720000000002,Alnitak,225.7336,1.74,#B8CFFF,O9.5Ib SB,Orion
85.21131,37756.0,1952.0,,,-1.128787,,275.4821,4.95,#B8CFFF,B2IV-V,Orion
85.27332,37788.0,1955.0,,,0.337753,,47.9386,5.93,#EEEFFF,F0IV,Orion
85.32382500000001,37711.0,1946.0,,126    Tau,16.534148000000002,,194.9318,4.84,#BED3FE,B3IV...,Taurus
85.55815499999999,38090.0,1968.0,,12    Lep,-22.373715,,304.878,5.88,#D3DFFF,A2/A3V,Lepus
85.56331499999999,38170.0,1973.0,,,-34.667812,,131.406,5.29,#C6D7FD,B9/B9.5V,Columba
85.61020500000001,37289.0,1916.0,,,65.697649,,83.612,5.62,#FFD5AE,K5III,Camelopardalis
85.619295,37984.0,1963.0,,51    Ori,1.4746290000000002,,90.009,4.9,#FFDAB7,K1III,Orion
85.72464,38089.0,1967.0,,,-6.796167999999999,,49.95,5.97,#F8F3F9,F3V,Orion
85.84029000000001,38206.0,1975.0,,,-18.557475,,75.0751,5.73,#C8D8FD,A0V,Lepus
86.115855,38393.0,1983.0,Gl 216A,13Gam Lep,-22.448382000000002,,8.927,3.59,#FAF3F7,F7V,Lepus
86.19334500000001,39014.0,2015.0,,Del Dor,-65.73552600000001,,45.8716,4.34,#E4EAFF,A7V,Dorado
86.47518000000001,38104.0,1971.0,,27Omi Aur,49.826254999999996,,126.7427,5.46,#CDDBFE,A0p...,Auriga
86.499555,38666.0,1996.0,,Mu  Col,-32.306435,,408.1633,5.18,#B0CAFD,B1IV/V,Columba
86.61404999999999,38871.0,2008.0,,,-46.59718,,143.8849,5.31,#FFDFC1,K0/K1II,Pictor
86.62659000000001,38091.0,1969.0,,26    Cam,56.115575,,60.7903,5.93,#DDE6FF,A4Vn,Camelopardalis
86.64546,38529.0,1988.0,,,1.168193,,39.2773,5.95,#FFECDC,G4V,Orion
86.689575,38478.0,1985.0,,129    Tau,15.822497,,225.2252,6.0,#C3D6FD,B8IIIMNp...,Taurus
86.717235,38527.0,1987.0,,,9.522343,,91.3242,5.78,#FFE6D0,G8III,Orion
86.738925,38678.0,1998.0,Gl 217.1,14Zet Lep,-14.82195,,21.6076,3.55,#D6E1FF,A2Vann,Lepus
86.804805,38545.0,1989.0,,131    Tau,14.488322,,104.1667,5.72,#D2DFFF,A3Vn,Taurus
86.821185,39060.0,2020.0,Gl 219,Bet Pic,-51.066514,,19.4401,3.85,#DEE7FF,A3V,Pictor
86.85915,38558.0,1990.0,,130    Tau,17.729141000000002,,546.4481,5.47,#EDEFFF,F0III,Taurus
86.92877999999999,38622.0,1993.0,,133    Tau,13.899598999999998,,194.1748,5.28,#BCD1FF,B2IV-V,Taurus
86.939115,38771.0,2004.0,,53Kap Ori,-9.669605,Saiph,198.4127,2.07,#BBD1FF,B0.5Iavar,Orion
87.000975,38710.0,1999.0,,52    Ori,6.454155999999999,,165.0165,5.26,#E6EBFF,A5V,Orion
87.14558999999998,38858.0,2007.0,GJ 1085,,-4.094648,,15.1768,5.97,#FFF1E9,G4V,Orion
87.254025,38751.0,2002.0,,132    Tau,24.567535,,111.4827,4.88,#FFE0C3,G8IIIvar,Taurus
87.293505,38656.0,1995.0,,29Tau Aur,39.181071,,63.4115,4.51,#FFE4CA,G8III,Auriga
87.38721000000001,38899.0,2010.0,,134    Tau,12.651324,,76.2777,4.89,#C3D5FE,B9IV,Taurus
87.402255,39070.0,2021.0,,,-14.483665,,82.0345,5.49,#FFE7D2,G8III,Lepus
87.456765,39523.0,2042.0,,Gam Pic,-56.166663,,54.2005,4.5,#FFDDBE,K1III,Pictor
87.47291999999999,39190.0,2026.0,,,-22.971872,,170.3578,5.87,#D0DDFE,A1V,Lepus
87.473085,39844.0,2064.0,,Eps Dor,-66.901187,,176.0563,5.1,#BED2FF,B6V,Dorado
87.511185,39007.0,2014.0,,,9.871217999999999,,109.8901,5.79,#FFE7D2,G8III,Orion
87.55443000000001,39051.0,2019.0,,,4.423406,,178.2531,5.96,#FED0A4,K2III,Orion
87.569985,40953.0,2125.0,,Kap Men,-79.361362,,87.4126,5.46,#C2D5FE,B9.5V,Mensa
87.62044499999999,39019.0,2016.0,,135    Tau,14.305608,,97.0874,5.54,#FFE1C5,G9III:,Taurus
87.62510999999999,39118.0,2024.0,,,2.0247,,316.4557,5.97,#FFE3CA,G8III+...,Orion
87.721755,39640.0,2049.0,,,-52.108872999999996,,78.6164,5.16,#FFE3C9,G8III,Pictor
87.739935,39425.0,2040.0,,Bet Col,-35.768309,,26.7308,3.12,#FFDAB7,K1.5III,Columba
87.742125,39004.0,2013.0,,,27.967861,,107.0664,5.6,#FFE2C7,G7III:,Taurus
87.760125,38944.0,2011.0,,31Ups Aur,37.305572999999995,,160.2564,4.72,#FDC58F,M1III,Auriga
87.830355,39364.0,2035.0,,15Del Lep,-20.879089,,34.8675,3.76,#FFE2C7,G8III/IV,Lepus
87.841605,39291.0,2031.0,,55    Ori,-7.518003,,321.5434,5.36,#B8CFFF,B2IV-V,Orion
87.87249000000001,39003.0,2012.0,,32Nu  Aur,39.14848,,70.6215,3.97,#FFDBB9,K0III,Auriga
88.03220999999999,39421.0,2039.0,,,-9.0419,,98.912,5.95,#D5E1FF,A2Vn,Orion
88.08414,39937.0,2072.0,,,-57.156191,,132.626,5.93,#FFF0E8,F7IV,Pictor
88.092885,39317.0,2033.0,,137    Tau,14.171787,,130.039,5.6,#C4D6FD,B9p...,Taurus
88.09752,39286.0,2030.0,,,19.867849,,343.6426,5.96,#FDF3F1,B9V + G,Orion
88.11016500000001,39400.0,2037.0,,56    Ori,1.855134,,386.1004,4.76,#FECFA2,K2IIvar,Orion
88.138245,39720.0,2053.0,,,-37.631063,,98.7167,5.62,#FFDFC1,K1III,Columba
88.27867499999999,39764.0,2056.0,,Lam Col,-33.801361,,102.5641,4.88,#BCD1FF,B5V,Columba
88.33185,39357.0,2034.0,,136    Tau,27.612262,,129.7017,4.56,#C9D9FD,A0V,Taurus
88.52487,40409.0,2102.0,Gl 224.1,,-63.089627,,26.2467,4.65,#FFE0C3,K1III/IV,Dorado
88.59579000000001,39587.0,2047.0,Gl 222A,54Chi1Ori,20.276173999999997,,8.6633,4.39,#FEF2ED,G0V,Orion
88.681785,39853.0,2065.0,,,-11.774192,,203.252,5.62,#FEC997,K3 comp,Lepus
88.68348,39775.0,2057.0,,,0.968615,,268.0965,5.99,#FED1A7,K0III,Orion
88.70874,40292.0,2094.0,,,-52.635481000000006,,34.6981,5.29,#ECEFFF,F0Ve...,Pictor
88.71160499999999,39283.0,2029.0,,30Xi  Aur,55.706947,,73.046,4.96,#CFDDFE,A2V,Auriga
88.7187,40091.0,2082.0,,,-39.957857000000004,,155.2795,5.55,#FEC997,M0III,Columba
88.73619,39698.0,2052.0,,57    Ori,19.749614,,558.6592,5.92,#BDD2FF,B2V,Orion
88.740945,39220.0,2027.0,,31    Cam,59.888367,,143.6782,5.2,#CADAFE,A2V,Camelopardalis
88.745805,39586.0,2046.0,,,31.701496000000002,,84.9618,5.9,#DBE5FF,A5IV,Auriga
88.792935,39801.0,2061.0,,58Alp Ori,7.407063000000001,Betelgeuse,152.6718,0.45,#FECA99,M2Ib,Orion
88.874625,40176.0,2087.0,,Xi  Col,-37.120668,,102.0408,4.97,#FFDCBB,K1IIICN...,Columba
88.87572,39910.0,2070.0,,,-4.616546,,96.9932,5.87,#FFD9B5,K2III:,Orion
89.05944,40151.0,2086.0,,,-22.839975,,88.6525,5.95,#FFDCBB,K0/K1III,Lepus
89.087265,40248.0,2092.0,,Sig Col,-31.382440000000003,,510.2041,5.52,#F4F2FD,F2III,Columba
89.10123,40136.0,2085.0,Gl 225,16Eta Lep,-14.1677,,14.8787,3.71,#F0F1FF,F1V,Lepus
89.116815,39985.0,2075.0,,,9.509396,,120.048,5.97,#C6D7FD,A0IV,Orion
89.206035,40020.0,2076.0,,,11.521058,,94.6074,5.89,#FFDCBB,K2III,Orion
89.38420500000001,40494.0,2106.0,,Gam Col,-35.28328,,266.6667,4.36,#BBD1FF,B2.5IV,Columba
89.498565,40111.0,2084.0,,139    Tau,25.953912,,476.1905,4.81,#C1D4FE,B1Ib,Taurus
89.60184,40372.0,2100.0,,59    Ori,1.8371080000000002,,111.7318,5.89,#E4EAFF,A5me del Del,Orion
89.65645500000001,40733.0,2117.0,,,-44.034562,,362.3188,5.81,#FFDEBF,G8II,Pictor
89.70655500000001,40446.0,2103.0,,60    Ori,0.552979,,136.612,5.21,#CADAFD,A1Vs,Orion
89.72182500000001,40369.0,2099.0,,,12.808264,,243.309,5.7,#FFE7D2,K2III...,Orion
89.76796499999999,40536.0,2108.0,,2    Mon,-9.55825,,87.7963,5.04,#E0E8FF,A6m,Monoceros
89.78667,40808.0,2120.0,,Eta Col,-42.815135,,144.7178,3.96,#FFDAB7,K0III,Columba
89.84075999999999,40084.0,2081.0,,,49.92454,,328.9474,5.9,#FFD8B3,G5III,Auriga
89.88166500000001,40035.0,2077.0,,33Del Aur,54.284656000000005,,38.6399,3.72,#FFE1C4,K0III,Auriga
89.882235,40183.0,2088.0,NN 3375,34Bet Aur,44.947433000000004,Menkalinan,24.8694,1.9,#D2DFFF,A2V,Auriga
89.930265,40312.0,2095.0,,37The Aur,37.212585,,50.7614,2.65,#C2D5FE,A0p Si,Auriga
89.98375499999999,40239.0,2091.0,,35Pi  Aur,45.936735999999996,,230.4147,4.3,#FDC289,M3IIvar,Auriga
90.01395000000001,40657.0,2113.0,,,-3.0742529999999997,,129.0323,4.53,#FFD7B2,K2IIIvar,Orion
90.204915,41214.0,2138.0,,,-51.216319,,65.189,5.65,#E2E9FF,A1m...,Pictor
90.244005,40394.0,2101.0,,36    Aur,47.901923,,354.6099,5.71,#C9D9FD,B9.5p SiFe,Auriga
90.31791000000001,41047.0,2131.0,,,-33.911834999999996,,188.3239,5.54,#FDC792,K5III,Columba
90.42940499999999,40486.0,2105.0,,,48.959445,,242.1308,5.98,#FECD9E,K0,Auriga
90.460095,40967.0,2128.0,,3    Mon,-10.59793,,240.3846,4.92,#BED2FF,B5III,Monoceros
90.59583,40932.0,2124.0,,61Mu  Ori,9.647276,,47.5059,4.12,#DEE7FF,Am...,Orion
90.814995,41312.0,2140.0,,,-26.284544,,124.6883,5.03,#FED1A6,K3II/IIICNv,Lepus
90.86402999999999,41040.0,2130.0,,64    Ori,19.690561,,220.2643,5.14,#C0D4FE,B8V,Orion
90.979935,41117.0,2135.0,,62Chi2Ori,20.138451999999997,,552.4862,4.64,#E6EBFF,B2Iavar,Orion
91.03006500000001,41116.0,2134.0,,1    Gem,23.263341,,47.5511,4.16,#FFE9D6,G7III,Gemini
91.056255,41335.0,2142.0,,,-6.708941,,403.2258,5.19,#C3D5FD,B2Vne+,Monoceros
91.08444,41534.0,2149.0,,,-32.17243,,308.642,5.65,#B9D0FF,B2V,Columba
91.167165,41742.0,2158.0,,,-45.078932,,26.8962,5.93,#FAF3F6,F4V,Puppis
91.242435,41361.0,2144.0,,63    Ori,5.419969999999999,,401.6064,5.67,#FFDFC1,G7III:,Orion
91.24317,41380.0,2145.0,,66    Ori,4.158671,,100000.0,5.63,#FFDFC1,G4III,Orion
91.24636500000001,41511.0,2148.0,,17    Lep,-16.484435,,278.5515,4.92,#E1E9FF,Ap shell,Lepus
91.26414,41074.0,2132.0,,39    Aur,42.981635,,49.7265,5.9,#F2F1FE,F3V,Auriga
91.36263,41547.0,2150.0,,,-10.242596,,54.9149,5.88,#F3F2FD,F4V:,Monoceros
91.36323,41759.0,2160.0,,,-35.513647,,83.1255,5.8,#CCDBFE,A0V,Columba
91.52306999999999,41843.0,2164.0,,,-29.758623999999998,,85.2515,5.79,#CEDCFE,A1V,Columba
91.53885,41695.0,2155.0,,18The Lep,-14.935254,,52.9661,4.67,#CEDDFE,A0V,Lepus
91.539045,42525.0,2194.0,,Eta1Dor,-66.039621,,98.6193,5.72,#C7D8FD,A0V,Dorado
91.63374000000002,41841.0,2163.0,,,-23.110846,,141.0437,5.46,#D1DEFE,A2V,Lepus
91.646235,41357.0,2143.0,,40    Aur,38.482644,,104.4932,5.35,#E8ECFF,A4m,Auriga
91.6614,41692.0,2154.0,,,-4.193836,,324.6753,5.37,#BED3FE,B5IV,Monoceros
91.73964,41933.0,2166.0,,,-21.812299,,384.6154,5.74,#FDC792,M3II/III,Lepus
91.76406,42540.0,2196.0,,,-62.15458100000001,,110.8647,5.04,#FFD5AD,K2/K3III,Pictor
91.76529,42054.0,2170.0,,,-34.312021,,312.5,5.82,#BDD2FF,B4Vnn,Columba
91.88179500000001,42167.0,2177.0,,The Col,-37.25292,,221.2389,5.0,#C1D4FE,B8:IV,Columba
91.893015,41753.0,2159.0,,67Nu  Ori,14.768472000000001,,158.2278,4.42,#BBD1FF,B3IV,Orion
91.923495,42042.0,2168.0,,19    Lep,-19.165866,,257.0694,5.28,#FDC48C,M1III,Lepus
91.97025000000001,42303.0,2181.0,,Pi 2Col,-42.154043,,74.4602,5.5,#CADAFD,A0V,Columba
92.18464499999999,43107.0,2221.0,,Nu  Dor,-68.843409,,91.9118,5.06,#C3D5FE,B8V,Dorado
92.241105,42301.0,2180.0,,,-22.427412,,75.5287,5.49,#C8D9FD,A0V,Lepus
92.24127,42111.0,2174.0,,,2.499692,,200.8032,5.7,#D1DEFE,A3Vn,Orion
92.38515,42049.0,2169.0,,,22.190262,,632.9114,5.93,#FDC58F,K4III,Gemini
92.39385000000001,42341.0,2183.0,,,-14.584619,,63.8162,5.56,#FFDAB7,K2III,Lepus
92.43327000000001,42087.0,2173.0,,3    Gem,23.113466,,100000.0,5.75,#E1E8FF,B2.5Ib,Gemini
92.44983,42443.0,2186.0,,,-22.774343,,49.0436,5.71,#F8F3F9,F5V,Lepus
92.49584999999999,41597.0,2152.0,,37    Cam,58.93569399999999,,116.8224,5.35,#FFDCBC,G8III,Camelopardalis
92.54337000000001,42682.0,2203.0,,,-40.353792,,261.0966,5.54,#FDC48C,M2II/III,Columba
92.55948000000001,43834.0,2261.0,Gl 231,Alp Men,-74.753045,,10.1978,5.08,#FFEEE2,G5V,Mensa
92.57462999999998,42933.0,2212.0,,Del Pic,-54.968644999999995,,398.4064,4.72,#B4CDFF,B0.5IV,Pictor
92.64450000000001,42621.0,2200.0,,,-27.154343,,101.1122,5.72,#FFDDBE,K1III,Lepus
92.8125,43455.0,2245.0,,Eta2Dor,-65.589417,,196.4637,5.01,#FDC691,M2.5III,Dorado
92.884605,42398.0,2185.0,,5    Gem,24.420253,,174.216,5.83,#FFDCBB,K0III,Gemini
92.90244,42126.0,2175.0,,41    Aur,48.710989,,102.459,5.78,#D5E1FF,A3V+...,Auriga
92.96589,42690.0,2205.0,,,-6.550287,,366.3004,5.06,#B7CFFF,B2V,Monoceros
92.984985,42560.0,2199.0,,70Xi  Ori,14.208765,,186.2197,4.45,#BAD0FF,B3IV,Orion
93.00558,42509.0,2193.0,,68    Ori,19.790543,,255.102,5.76,#C3D5FE,B9.5V,Orion
93.01366499999999,42545.0,2198.0,,69    Ori,16.130406,,162.0746,4.95,#BCD1FF,B5Vn,Orion
93.08385,42471.0,2189.0,,,32.69338,,285.7143,5.78,#FDC48D,M1III,Auriga
93.21273000000001,41927.0,2165.0,,36    Cam,65.718422,,219.2982,5.36,#FED1A6,K2II-III,Camelopardalis
93.47598,43023.0,2218.0,,,-3.741374,,94.2507,5.83,#FFE5CE,G8III,Orion
93.619095,42954.0,2214.0,,,17.906353,,162.0746,5.86,#E8ECFF,A6m,Orion
