NOMBRE;ESTADO;MASA;DESCUBRIMIENTO;ACTUALIZACION;ESTADO_PUBLICACION;TIPO_DETECCION;RA;DEC;DISTANCIA_ESTRELLA;MASA_ESTRELLA
GJ 436 b;Confirmed;0.07;2004;12/19/2017;Published in a refereed paper;Primary Transit;175.5458333;26.7063889;10.2;0.452
GJ 504 b;Confirmed;4;2013;12/01/2015;Published in a refereed paper;Imaging;199.1958;9.4242;17.56;1.22
GJ 536 b;Confirmed;0.0169;2016;4/02/2017;Published in a refereed paper;Radial Velocity;210.2625;-2.655000017;10.03;0.52
GJ 570 D;Confirmed;42.5;2000;7/13/2017;Published in a refereed paper;Imaging;224.3666667;-21.4152778;5.91;0.802
GJ 581 b;Confirmed;0.05;2005;2/23/2016;Submitted to a professional journal;Radial Velocity;229.8583333;-7.7222222;6.21;0.31
GJ 581 c;Confirmed;0.017;2007;2/23/2016;Published in a refereed paper;Radial Velocity;229.8583333;-7.7222222;6.21;0.31
GJ 581 e;Confirmed;0.0061;2009;2/23/2016;Submitted to a professional journal;Radial Velocity;229.8583333;-7.7222222;6.21;0.31
GJ 625 b;Confirmed;0.0095;2017;5/19/2017;Published in a refereed paper;Radial Velocity;246.3541667;54.30333334;6.49;0.3
GJ 649 b;Confirmed;0.328;2009;2/23/2016;Published in a refereed paper;Radial Velocity;254.5375;25.7441667;10.34;0.54
GJ 649 c;Confirmed;0.03;2013;2/23/2016;Published in a refereed paper;Radial Velocity;254.5375;25.7441667;10.34;0.54
GJ 667 C b;Confirmed;0.0176;2009;2/23/2016;Submitted to a professional journal;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 667 C c;Confirmed;0.012;2011;10/08/2016;Submitted to a professional journal;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 667 C d;Confirmed;0.01604;2012;2/23/2016;Published in a refereed paper;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 667 C e;Confirmed;0.0085;2013;2/23/2016;Published in a refereed paper;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 667 C f;Confirmed;0.0085;2013;2/23/2016;Published in a refereed paper;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 667 C g;Confirmed;0.0145;2013;2/23/2016;Published in a refereed paper;Radial Velocity;259.7375;-34.9897222;6.84;0.33
GJ 674 b;Confirmed;0.04;2007;2/27/2015;Submitted to a professional journal;Radial Velocity;262.1666667;-46.8952778;4.54;0.35
GJ 676 A b;Confirmed;6.7;2009;8/03/2016;Submitted to a professional journal;Radial Velocity;262.5458333;-51.6369444;16.45;0.71
GJ 676 A c;Confirmed;6.8;2012;8/03/2016;Published in a refereed paper;Radial Velocity;262.5458333;-51.6369444;16.45;0.71
GJ 676 A d;Confirmed;0.014;2012;2/23/2016;Published in a refereed paper;Radial Velocity;262.5458333;-51.6369444;16.45;0.71
GJ 676 A e;Confirmed;0.036;2012;2/23/2016;Published in a refereed paper;Radial Velocity;262.5458333;-51.6369444;16.45;0.71
GJ 682 b;Confirmed;0.013843879;2014;5/25/2014;Published in a refereed paper;Radial Velocity;264.2652601;-43.68078619;12.46666667;0.27
GJ 682 c;Confirmed;0.027365121;2014;5/25/2014;Published in a refereed paper;Radial Velocity;264.2652601;-43.68078619;8.483333333;0.27
GJ 687 b;Confirmed;0.058;2014;2/23/2016;Published in a refereed paper;Radial Velocity;264.1083333;68.33916668;4.5;0.413
GJ 758 b;Confirmed;45;2009;3/06/2017;Published in a refereed paper;Imaging;290.8916667;33.2219444;15.5;0.97
GJ 785 b;Confirmed;0.0532;2010;2/23/2016;Submitted to a professional journal;Radial Velocity;303.8208333;-27.0330556;8.911;0.78
GJ 785 c;Confirmed;0.076;2011;2/24/2016;Published in a refereed paper;Radial Velocity;303.8208333;-27.0330556;8.911;0.78
GJ 832 b;Confirmed;0.689047604;2008;8/29/2014;Submitted to a professional journal;Radial Velocity;323.3916667;-49.0088889;4.94;0.45
GJ 832 c;Confirmed;0.01573168;2014;6/24/2014;Published in a refereed paper;Radial Velocity;323.3916667;-49.0088889;4.94;0.45
GJ 849 b;Confirmed;0.9;2006;8/22/2014;Submitted to a professional journal;Radial Velocity;332.4167;-4.6408;9.1;0.49
GJ 849 c;Confirmed;0.77;2013;8/22/2014;Submitted to a professional journal;Radial Velocity;332.4167;-4.6408;9.1;0.49
GJ 86 A b;Confirmed;4.01;2000;2/23/2016;Published in a refereed paper;Radial Velocity;32.60805938;-50.82372722;10.9;0.8
GJ 876 b;Confirmed;1.938;2000;2/23/2016;Published in a refereed paper;Radial Velocity;343.3041667;-14.2536111;4.7;0.334
GJ 876 c;Confirmed;0.856;2000;2/23/2016;Published in a refereed paper;Radial Velocity;343.3041667;-14.2536111;4.7;0.334
GJ 876 d;Confirmed;0.022;2005;2/23/2016;Published in a refereed paper;Radial Velocity;343.3041667;-14.2536111;4.7;0.334
GJ 876 e;Confirmed;0.045;2010;2/23/2016;Published in a refereed paper;Radial Velocity;343.3041667;-14.2536111;4.7;0.334
GJ 9827 b;Confirmed;0.0258;2017;11/07/2017;Published in a refereed paper;Primary Transit;352.1041667;-1.286388897;30.3;0.659
GJ 9827 c;Confirmed;0.0079;2017;11/07/2017;Published in a refereed paper;Primary Transit;352.1041667;-1.286388897;30.3;0.659
GJ 9827 d;Confirmed;0.012;2017;11/07/2017;Published in a refereed paper;Primary Transit;352.1041667;-1.286388897;30.3;0.659
GP Com b;Confirmed;26.2;2016;1/25/2017;Published in a refereed paper;Other;196.4267917;18.01777778;85.15;0.33
GQ Lup b;Confirmed;21.5;2005;12/06/2010;Published in a refereed paper;Imaging;237.3;-35.6508333;140;0.7
GSC 6214-210 b;Confirmed;17;2010;1/31/2014;Published in a refereed paper;Imaging;245.4791667;-20.7186111;145;0.6
GU Psc b;Confirmed;11;2014;3/31/2015;Published in a refereed paper;Imaging;18.14583335;17.06555557;48;0.35
HAT-36 b;Confirmed;2.79;2017;6/29/2017;Published in a refereed paper;Primary Transit;291.4785;-23.20277778;977;1.135
HAT-P-1 b;Confirmed;0.525;2006;4/30/2015;Published in a refereed paper;Primary Transit;344.4458333;38.675;139;1.151
HAT-P-11 b;Confirmed;0.082434006;2009;11/02/2016;Submitted to a professional journal;Primary Transit;297.7083333;48.0808333;38;0.81
HAT-P-12 b;Confirmed;0.210489885;2009;5/21/2014;Submitted to a professional journal;Primary Transit;209.3916667;43.4936111;142.5;0.73
HAT-P-13 b;Confirmed;0.85;2009;1/05/2017;Published in a refereed paper;Primary Transit;129.8833333;47.3519444;214;1.22
HAT-P-13 c;Confirmed;14.28;2009;8/22/2014;Published in a refereed paper;Radial Velocity;129.8833333;47.3519444;214;1.22
HAT-P-14 b;Confirmed;2.2;2010;1/17/2017;Published in a refereed paper;Primary Transit;260.1166667;38.2422222;205;1.386
HAT-P-15 b;Confirmed;1.946;2010;5/31/2010;Published in a refereed paper;Primary Transit;66.25;39.4605556;190;1.013
HAT-P-16 b;Confirmed;4.193;2010;7/22/2013;Published in a refereed paper;Primary Transit;9.575;42.4630556;235;1.218
HAT-P-17 b;Confirmed;0.534;2010;5/31/2013;Published in a refereed paper;Primary Transit;324.5375;30.4886111;90;0.857
HAT-P-17 c;Confirmed;1.4;2010;12/10/2010;Published in a refereed paper;Radial Velocity;324.5375;30.4886111;90;0.857
HAT-P-18 b;Confirmed;0.183;2010;11/12/2015;Published in a refereed paper;Primary Transit;256.35;33.0125;166;0.77
HAT-P-19 b;Confirmed;0.292;2010;8/26/2015;Published in a refereed paper;Primary Transit;9.5166667;34.7116667;215;0.842
HAT-P-2 b;Confirmed;8.74;2007;9/20/2012;Published in a refereed paper;Primary Transit;245.15;41.0480556;118;1.34
HAT-P-20 b;Confirmed;7.246;2010;2/13/2017;Published in a refereed paper;Primary Transit;111.9166667;24.3363889;70;0.756
HAT-P-21 b;Confirmed;4.063;2010;9/28/2014;Published in a refereed paper;Primary Transit;171.275;41.0280556;254;0.947
HAT-P-22 b;Confirmed;2.147;2010;8/20/2015;Published in a refereed paper;Primary Transit;155.6833333;50.1283333;82;0.916
HAT-P-23 b;Confirmed;2.09;2010;5/20/2011;Published in a refereed paper;Primary Transit;306.125;16.7622222;393;1.13
HAT-P-24 b;Confirmed;0.685;2010;7/05/2012;Published in a refereed paper;Primary Transit;108.825;14.2622222;306;1.191
HAT-P-25 b;Confirmed;0.567;2010;5/31/2013;Published in a refereed paper;Primary Transit;48.4375;25.1975;297;1.01
HAT-P-26 b;Confirmed;0.058521851;2010;7/04/2017;Submitted to a professional journal;Primary Transit;213.1564042;4.06003612;134;0.816
HAT-P-27-WASP-40 b;Confirmed;0.66;2011;8/26/2015;Published in a refereed paper;Primary Transit;222.7666667;5.9472222;204;0.945
HAT-P-28 b;Confirmed;0.626;2011;5/25/2014;Published in a refereed paper;Primary Transit;13;34.7283333;395;1.025
HAT-P-29 b;Confirmed;0.778;2011;5/30/2014;Published in a refereed paper;Primary Transit;33.1291667;51.7788889;322;1.207
HAT-P-3 b;Confirmed;0.591;2007;5/07/2013;Published in a refereed paper;Primary Transit;206.0958333;48.0286111;130;0.917
HAT-P-30-WASP-51 b;Confirmed;0.711;2011;5/31/2013;Published in a refereed paper;Primary Transit;123.95;5.8366667;193;1.18
HAT-P-31 b;Confirmed;2.171;2011;5/25/2014;Published in a refereed paper;Primary Transit;271.5375;26.4266667;354;1.218
HAT-P-32 b;Confirmed;0.941;2011;5/30/2014;Published in a refereed paper;Primary Transit;31.04166667;46.6877778;320;1.176
HAT-P-33 b;Confirmed;0.763;2011;5/31/2013;Published in a refereed paper;Primary Transit;113.1833333;33.835;419;1.403
HAT-P-34 b;Confirmed;3.328;2012;7/05/2012;Published in a refereed paper;Primary Transit;303.1958333;18.105;257;1.36
HAT-P-35 b;Confirmed;1.054;2012;1/09/2018;Published in a refereed paper;Primary Transit;123.25;4.7869444;535;1.236
HAT-P-36 b;Confirmed;1.832;2012;1/14/2012;Published in a refereed paper;Primary Transit;188.2625;44.9152778;317;1.022
HAT-P-37 b;Confirmed;1.169;2012;1/14/2012;Published in a refereed paper;Primary Transit;284.2958333;51.2691667;411;0.929
HAT-P-38 b;Confirmed;0.267;2012;1/25/2012;Submitted to a professional journal;Primary Transit;35.38300001;32.24633335;249;0.886
HAT-P-39 b;Confirmed;0.599;2012;5/21/2014;Published in a refereed paper;Primary Transit;113.7583;17.83;642;1.404
HAT-P-4 b;Confirmed;0.68;2007;5/07/2013;Published in a refereed paper;Primary Transit;229.9916667;36.2297222;310;1.26
HAT-P-40 b;Confirmed;0.615;2012;7/10/2014;Published in a refereed paper;Primary Transit;335.5125;45.4575;501;1.512
HAT-P-41 b;Confirmed;0.8;2012;8/07/2017;Published in a refereed paper;Primary Transit;297.3208;4.6725;344;1.28
HAT-P-42 b;Confirmed;0.975;2012;4/29/2013;Submitted to a professional journal;Primary Transit;135.3458;6.0972;447;1.179
HAT-P-43 b;Confirmed;0.66;2012;4/29/2013;Submitted to a professional journal;Primary Transit;128.925;10.2067;543;1.048
HAT-P-44 b;Confirmed;0.392;2013;5/21/2014;Published in a refereed paper;Primary Transit;213.1458;47.0147;374;0.939
HAT-P-44 c;Confirmed;1.6;2013;8/14/2013;Published in a refereed paper;Primary Transit;213.1458;47.0147;374;0.939
HAT-P-45 b;Confirmed;0.892;2013;5/25/2014;Published in a refereed paper;Primary Transit;274.375;-3.3811;305;1.259
HAT-P-46 b;Confirmed;0.493;2013;5/27/2014;Published in a refereed paper;Primary Transit;270.4458;-2.9708333;296;1.284
HAT-P-46 c;Confirmed;2;2013;5/21/2014;Published in a refereed paper;Primary Transit;270.4458;-2.9708333;296;1.284
HAT-P-47 b;Confirmed;0.206;2016;6/25/2017;Published in a refereed paper;Primary Transit;38.30833334;30.36055557;268;1.387
HAT-P-48 b;Confirmed;0.168;2016;6/25/2017;Published in a refereed paper;Primary Transit;44.47083335;30.62583335;305;1.099
HAT-P-49 b;Confirmed;1.73;2014;5/21/2014;Published in a refereed paper;Primary Transit;305.4416667;26.6927778;322;1.543
HAT-P-5 b;Confirmed;1.06;2007;5/22/2012;Submitted to a professional journal;Primary Transit;274.4054125;36.62135557;340;1.163
HAT-P-50 b;Confirmed;1.36;2015;7/27/2015;Published in a refereed paper;Primary Transit;118.0625;28.13944445;597;1.273
HAT-P-51 b;Confirmed;0.309;2015;8/17/2015;Published in a refereed paper;Primary Transit;21.06666667;32.81083336;470;0.976
HAT-P-52 b;Confirmed;0.819;2015;8/17/2015;Published in a refereed paper;Primary Transit;42.72083335;29.02250001;385;0.887
HAT-P-53 b;Confirmed;1.487;2015;8/17/2015;Published in a refereed paper;Primary Transit;21.87083334;38.96805558;719;1.093
HAT-P-54 b;Confirmed;0.76;2014;5/21/2014;Published in a refereed paper;Primary Transit;99.89804168;25.4825278;135.8;0.645
HAT-P-55 b;Confirmed;0.582;2015;8/17/2015;Published in a refereed paper;Primary Transit;264.273;25.73119447;480;1.013
HAT-P-56 b;Confirmed;2.2;2015;5/09/2016;Published in a refereed paper;Primary Transit;101.35;27.25222223;310.5;1.296
HAT-P-57 b;Confirmed;1.85;2015;11/04/2015;Published in a refereed paper;Primary Transit;282.2416667;10.59722225;303;1.47
HAT-P-6 b;Confirmed;1.057;2007;5/31/2013;Submitted to a professional journal;Primary Transit;354.775;42.4661111;200;1.29
HAT-P-65 b;Confirmed;0.527;2016;9/12/2016;Published in a refereed paper;Primary Transit;315.9041667;11.98944447;841;1.212
HAT-P-66 b;Confirmed;0.783;2016;9/12/2016;Published in a refereed paper;Primary Transit;150.573;53.95086113;927;1.255
HAT-P-67 b;Confirmed;0.34;2017;2/07/2017;Published in a refereed paper;Primary Transit;256.6125;44.77694447;320;1.642
HAT-P-7 b;Confirmed;1.741;2008;3/12/2017;Published in a refereed paper;Primary Transit;292.2458333;47.9694444;320;1.51
HAT-P-8 b;Confirmed;1.34;2008;7/29/2013;Submitted to a professional journal;Primary Transit;343.0416667;35.4472222;230;1.28
HAT-P-9 b;Confirmed;0.67;2008;5/31/2013;Published in a refereed paper;Primary Transit;110.1666667;37.1405556;480;1.28
HATS-1 b;Confirmed;1.855;2012;6/08/2012;Published in a refereed paper;Primary Transit;175.525;-23.3547222;303;0.986
HATS-10 b;Confirmed;0.526;2015;8/17/2015;Published in a refereed paper;Primary Transit;294.3083333;-22.20444445;496;1.1
HATS-11 b;Confirmed;0.85;2016;5/01/2016;Published in a refereed paper;Primary Transit;289.4;-22.39000001;906;1
HATS-12 b;Confirmed;2.4;2016;5/01/2016;Published in a refereed paper;Primary Transit;289.2041667;-19.35583335;981;1.49
HATS-13 b;Confirmed;0.543;2015;7/27/2015;Published in a refereed paper;Primary Transit;316.9625;-26.09666668;476;0.962
HATS-14 b;Confirmed;1.071;2015;8/01/2015;Published in a refereed paper;Primary Transit;313.2166667;-25.68722224;513;0.967
HATS-15 b;Confirmed;2.17;2014;4/28/2016;Published in a refereed paper;Primary Transit;311.0925;-19.43752779;689;0.871
HATS-16 b;Confirmed;3.27;2015;4/28/2016;Published in a refereed paper;Primary Transit;358.5585;-30.01300001;774;0.97
HATS-17 b;Confirmed;1.338;2016;5/06/2016;Published in a refereed paper;Primary Transit;192.1916667;-47.61361113;339;1.131
HATS-18 b;Confirmed;1.98;2016;6/06/2016;Published in a refereed paper;Primary Transit;173.9583334;-29.15611112;645;1.037
HATS-19 b;Confirmed;0.427;2016;7/11/2016;Published in a refereed paper;Primary Transit;147.4083333;-33.21861112;780;1.303
HATS-2 b;Confirmed;1.345;2013;4/29/2013;Submitted to a professional journal;Primary Transit;176.739094;-22.562992;360;0.882
HATS-20 b;Confirmed;0.273;2016;7/11/2016;Published in a refereed paper;Primary Transit;198.1333333;-45.59055557;454;0.91
HATS-21 b;Confirmed;0.332;2016;7/28/2016;Published in a refereed paper;Primary Transit;280.1833333;-58.45916668;286;1.08
HATS-22 b;Confirmed;2.74;2016;7/11/2016;Published in a refereed paper;Primary Transit;174.0083333;-29.60055557;207.9;0.759
HATS-23 b;Confirmed;1.47;2015;7/11/2016;Published in a refereed paper;Primary Transit;286.3666667;-50.0675;747;1.121
HATS-24 b;Confirmed;2.44;2016;7/11/2016;Published in a refereed paper;Primary Transit;268.8916667;-61.74722225;510;1.212
HATS-25 b;Confirmed;0.613;2016;7/28/2016;Published in a refereed paper;Primary Transit;207.9075;-23.78116669;466;0.994
HATS-26 b;Confirmed;0.65;2016;7/28/2016;Published in a refereed paper;Primary Transit;144.9268333;-28.58558335;907;1.299
HATS-27 b;Confirmed;0.53;2016;7/28/2016;Published in a refereed paper;Primary Transit;193.5525;-46.58772224;840;1.415
HATS-28 b;Confirmed;0.672;2016;7/28/2016;Published in a refereed paper;Primary Transit;284.4;-49.13847223;521;0.929
HATS-29 b;Confirmed;0.653;2016;7/28/2016;Published in a refereed paper;Primary Transit;135.096;-54.89319447;351;1.032
HATS-3 b;Confirmed;1.071;2013;7/30/2014;Submitted to a professional journal;Primary Transit;312.4583;-24.4289;453;1.209
HATS-30 b;Confirmed;0.706;2016;7/28/2016;Published in a refereed paper;Primary Transit;5.618708343;-59.94255558;339;1.093
HATS-31 b;Confirmed;0.88;2016;7/11/2016;Published in a refereed paper;Primary Transit;191.7041667;-24.42750002;872;1.275
HATS-32 b;Confirmed;0.92;2016;7/11/2016;Published in a refereed paper;Primary Transit;346.075;-21.27194445;839;1.099
HATS-33 b;Confirmed;1.192;2016;7/11/2016;Published in a refereed paper;Primary Transit;294.6333333;-55.33000002;355;1.062
HATS-34 b;Confirmed;0.941;2016;7/11/2016;Published in a refereed paper;Primary Transit;0.775000002;-62.46944446;532;0.955
HATS-35 b;Confirmed;1.222;2016;7/11/2016;Published in a refereed paper;Primary Transit;296.6875;-63.56555558;557;1.317
HATS-4 b;Confirmed;1.323;2014;5/21/2014;Published in a refereed paper;Primary Transit;94.11250001;-21.45305553;420;1.001
HATS-43 b;Confirmed;0.261;2017;7/26/2017;Published in a refereed paper;Primary Transit;80.53816667;-30.97083336;341;0.837
HATS-44 b;Confirmed;0.56;2017;7/26/2017;Published in a refereed paper;Primary Transit;84.32670834;-27.97261114;463;0.86
HATS-45 b;Confirmed;0.7;2017;7/26/2017;Published in a refereed paper;Primary Transit;101.9942917;-21.91069447;818;1.272
HATS-46 b;Confirmed;0.173;2017;7/26/2017;Published in a refereed paper;Primary Transit;6.702416683;-56.31611113;448;0.917
HATS-5 b;Confirmed;0.237;2014;1/16/2014;Published in a refereed paper;Primary Transit;67.22500002;-20.51805553;257;0.936
HATS-50 b;Confirmed;0.39;2017;12/15/2017;Published in a refereed paper;Primary Transit;300.4291667;-26.07750001;717;1.168
HATS-51 b;Confirmed;0.768;2017;12/15/2017;Published in a refereed paper;Primary Transit;102.8458333;-29.05861112;478;1.187
HATS-52 b;Confirmed;2.24;2017;12/15/2017;Published in a refereed paper;Primary Transit;140.0875;-31.26944445;631;1.111
HATS-53 b;Confirmed;0.595;2017;12/15/2017;Published in a refereed paper;Primary Transit;176.6291667;-33.86000003;613;0.964
HATS-6 b;Confirmed;0.319;2014;3/17/2015;Published in a refereed paper;Primary Transit;88.14675001;-19.03166668;148.4;0.574
HATS-7 b;Confirmed;0.12;2015;4/28/2016;Published in a refereed paper;Primary Transit;208.857;-21.20769445;257;0.849
HATS-8 b;Confirmed;0.138;2015;6/04/2015;Published in a refereed paper;Primary Transit;294.9416667;-25.74833336;829;1.056
HATS-9 b;Confirmed;0.839;2015;8/17/2015;Published in a refereed paper;Primary Transit;290.8083333;-20.14972224;622;1.03
HD 100655 b;Confirmed;1.7;2011;5/25/2014;Published in a refereed paper;Radial Velocity;173.7666667;20.4416667;122;2.4
HD 100777 b;Confirmed;1.16;2007;8/30/2014;Published in a refereed paper;Radial Velocity;173.9666667;-4.7558333;52.8;1
HD 10180 c;Confirmed;0.041217;2010;1/31/2012;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 10180 d;Confirmed;0.03696945;2010;1/31/2012;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 10180 e;Confirmed;0.07897304;2010;1/31/2012;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 10180 f;Confirmed;0.07519743;2010;1/31/2012;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 10180 g;Confirmed;0.06733159;2010;12/07/2010;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 10180 h;Confirmed;0.202624;2010;12/07/2010;Published in a refereed paper;Radial Velocity;24.475;-60.5116667;39.4;1.06
HD 101930 b;Confirmed;0.3;2005;8/30/2014;Published in a refereed paper;Radial Velocity;175.875;-58.0066667;30.49;0.74
HD 102117 b;Confirmed;0.172;2004;8/30/2014;Published in a refereed paper;Radial Velocity;176.2083333;-58.7036111;42;1.03
HD 102195 b;Confirmed;0.45;2005;2/26/2015;Published in a refereed paper;Radial Velocity;176.425;2.8213889;28.98;0.926
HD 102272 b;Confirmed;5.9;2008;6/12/2008;Published in a refereed paper;Radial Velocity;176.6;14.1238889;360;1.9
HD 102272 c;Confirmed;2.6;2008;6/12/2008;Published in a refereed paper;Radial Velocity;176.6;14.1238889;360;1.9
HD 102329 b;Confirmed;5.9;2011;9/02/2011;Published in a refereed paper;Radial Velocity;176.6958333;3.4741667;158;1.95
