NOMBRE;ESTADO;MASA;DESCUBRIMIENTO;ACTUALIZACION;ESTADO_PUBLICACION;TIPO_DETECCION;RA;DEC;DISTANCIA_ESTRELLA;MASA_ESTRELLA
HD 126525 b;Confirmed;0.224;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;216.8875;-51.9330556;38.1;1.135
HD 12661 b;Confirmed;2.3;2000;2/13/2014;Published in a refereed paper;Radial Velocity;31.1416667;25.4141667;37.16;1.07
HD 12661 c;Confirmed;1.57;2002;2/13/2014;Published in a refereed paper;Radial Velocity;31.1416667;25.4141667;37.16;1.07
HD 126614 b;Confirmed;0.38;2010;8/30/2014;Submitted to a professional journal;Radial Velocity;216.7;-5.1777778;72.4;1.145
HD 128311 b;Confirmed;2.18;2002;1/04/2011;Published in a refereed paper;Radial Velocity;219;9.7463889;16.6;0.84
HD 128311 c;Confirmed;4.19;2005;5/11/2011;Published in a refereed paper;Radial Velocity;219;9.7463889;16.6;0.84
HD 128356 b;Confirmed;0.89;2016;4/02/2016;Published in a refereed paper;Radial Velocity;219.2708333;-25.80250002;26.03;0.65
HD 129445 b;Confirmed;1.6;2010;8/27/2014;Published in a refereed paper;Radial Velocity;221.5125;-68.7625;67.61;0.99
HD 130322 b;Confirmed;1.05;1999;12/08/2010;Published in a refereed paper;Radial Velocity;221.8875;0.2813889;30;0.79
HD 131496 b;Confirmed;2.2;2011;9/02/2011;Published in a refereed paper;Radial Velocity;223.3458333;18.2352778;110;1.61
HD 13189 b;Confirmed;14;2005;8/10/2012;Published in a refereed paper;Radial Velocity;32.4166667;32.3163889;185;4.5
HD 132406 b;Confirmed;5.61;2007;10/31/2007;Published in a refereed paper;Radial Velocity;224.2291667;53.3822222;71;1.09
HD 132563 B b;Confirmed;1.49;2011;2/23/2016;Published in a refereed paper;Radial Velocity;224.5875;44.0433333;96;1.01
HD 133131 A b;Confirmed;1.43;2016;8/24/2016;Published in a refereed paper;Radial Velocity;225.8991938;-27.84098669;47;0.95
HD 133131 A c;Confirmed;0.48;2016;8/24/2016;Published in a refereed paper;Radial Velocity;225.8991938;-27.84098669;47;0.95
HD 133131 B b;Confirmed;2.5;2016;8/24/2016;Published in a refereed paper;Radial Velocity;225.8991938;-27.84098669;47;0.93
HD 134060 b;Confirmed;0.0351;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;227.6875;-61.4222222;24.2;0.89
HD 134060 c;Confirmed;0.1507;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;227.6875;-61.4222222;24.2;0.85
HD 134113 b;Confirmed;47;2016;2/10/2016;Published in a refereed paper;Radial Velocity;226.9458333;8.87972225;71.9;0.81
HD 134606 b;Confirmed;0.0292;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;228.8125;-70.5197222;26.5;0.875
HD 134606 c;Confirmed;0.0382;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;228.8125;-70.5197222;26.5;0.94
HD 134606 d;Confirmed;0.121;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;228.8125;-70.5197222;26.5;1.005
HD 134987 b;Confirmed;1.59;1999;12/15/2009;Published in a refereed paper;Radial Velocity;228.3666667;-25.3091667;22.2;1.07
HD 134987 c;Confirmed;0.82;2009;12/15/2009;Published in a refereed paper;Radial Velocity;228.3666667;-25.3091667;22.2;1.07
HD 136352 b;Confirmed;0.0166;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;230.45;-48.3175;14.8;1.135
HD 136352 c;Confirmed;0.0358;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;230.45;-48.3175;14.8;1.2
HD 136352 d;Confirmed;0.03;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;230.45;-48.3175;14.8;1.265
HD 136418 b;Confirmed;2;2010;3/19/2010;Submitted to a professional journal;Radial Velocity;229.7791667;41.7333333;98.2;1.33
HD 137388 b;Confirmed;0.223;2011;8/02/2011;Published in a refereed paper;Radial Velocity;233.9166667;-80.2047222;38;0.86
HD 13808 b;Confirmed;0.0325;2011;9/12/2011;Published in a refereed paper;Radial Velocity;33.1791667;-53.7438889;28.6;1.003333333
HD 13808 c;Confirmed;0.036;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;33.1791667;-53.7438889;28.6;1.146666667
HD 13908 b;Confirmed;0.865;2013;8/25/2014;Published in a refereed paper;Radial Velocity;34.56250001;65.59444447;71.2;1.29
HD 13908 c;Confirmed;5.13;2013;8/25/2014;Published in a refereed paper;Radial Velocity;34.56250001;65.59444447;71.2;1.29
HD 13931 b;Confirmed;1.88;2010;8/30/2014;Submitted to a professional journal;Radial Velocity;34.1958333;43.7730556;44.2;1.02
HD 139357 b;Confirmed;9.76;2009;3/23/2009;Published in a refereed paper;Radial Velocity;233.8166667;53.9222222;121.4;1.35
HD 14067 b;Confirmed;7.8;2014;10/09/2014;Published in a refereed paper;Radial Velocity;34.293499;23.76782827;163.4;2.4
HD 141399 b;Confirmed;0.451;2014;2/16/2016;Published in a refereed paper;Radial Velocity;236.725;46.98638891;36.17;1.07
HD 141399 c;Confirmed;1.33;2014;2/17/2016;Published in a refereed paper;Radial Velocity;236.725;46.98638891;36.17;1.07
HD 141399 d;Confirmed;1.18;2014;2/17/2016;Published in a refereed paper;Radial Velocity;236.725;46.98638891;36.17;1.07
HD 141399 e;Confirmed;0.66;2014;2/17/2016;Published in a refereed paper;Radial Velocity;236.725;46.98638891;36.17;1.07
HD 141937 b;Confirmed;9.7;2002;12/29/2010;Published in a refereed paper;Radial Velocity;238.0708333;-18.4358333;33.46;1.1
HD 142 b;Confirmed;1.25;2001;5/15/2012;Published in a refereed paper;Radial Velocity;1.5791667;-49.075;20.6;1.1
HD 142 c;Confirmed;5.3;2012;10/10/2013;Published in a refereed paper;Radial Velocity;1.5791667;-49.075;20.6;1.1
HD 142022 A b;Confirmed;29;2005;5/26/2014;Published in a refereed paper;Radial Velocity;242.5625;-84.2313889;35.87;0.99
HD 142245 b;Confirmed;1.9;2011;9/02/2011;Published in a refereed paper;Radial Velocity;238.2333333;15.4308333;109.5;1.69
HD 142415 b;Confirmed;1.62;2003;12/29/2010;Published in a refereed paper;Radial Velocity;239.4166667;-60.2;34.2;1.09
HD 143105 b;Confirmed;1.21;2016;2/17/2016;Published in a refereed paper;Radial Velocity;238.4041667;68.72000002;48.7;1.51
HD 143361 b;Confirmed;3.12;2008;5/20/2009;Published in a refereed paper;Radial Velocity;240.4583333;-44.4344444;59.35;0.95
HD 143761 b;Confirmed;1.045;2016;7/11/2016;Published in a refereed paper;Radial Velocity;240.2625;33.30361112;17.236;0.889
HD 143761 c;Confirmed;0.079;2016;7/11/2016;Published in a refereed paper;Radial Velocity;240.2625;33.30361112;17.236;0.889
HD 145377 b;Confirmed;5.76;2008;10/28/2008;Published in a refereed paper;Radial Velocity;242.9;-27.0780556;57.7;1.12
HD 145457 b;Confirmed;2.9;2010;5/18/2010;Published in a refereed paper;Radial Velocity;242.5166667;26.7427778;126;1.9
HD 145934 b;Confirmed;2.28;2015;1/07/2015;Published in a refereed paper;Radial Velocity;243.2916667;13.23944445;74.7;1.748
HD 1461 b;Confirmed;0.0203;2009;10/26/2015;Published in a refereed paper;Radial Velocity;4.675;-8.0530556;23.4;1.02
HD 1461 c;Confirmed;0.0176;2011;10/26/2015;Published in a refereed paper;Radial Velocity;4.675;-8.0530556;23.4;1.02
HD 147018 b;Confirmed;2.12;2009;5/20/2013;Published in a refereed paper;Radial Velocity;245.75;-61.6888889;42.96;0.927
HD 147018 c;Confirmed;6.56;2009;5/20/2013;Published in a refereed paper;Radial Velocity;245.75;-61.6888889;42.96;0.927
HD 147379 b;Confirmed;0.0777;2017;12/19/2017;Published in a refereed paper;Radial Velocity;244.1791667;67.2388889;10.735;0.58
HD 147513 b;Confirmed;1.21;2003;12/29/2010;Published in a refereed paper;Radial Velocity;246.0041667;-39.1927778;12.9;0.92
HD 147873 b;Confirmed;5.14;2016;4/02/2016;Published in a refereed paper;Radial Velocity;246.4375;-33.45361112;104.93;1.38
HD 147873 c;Confirmed;2.3;2016;4/02/2016;Published in a refereed paper;Radial Velocity;246.4375;-33.45361112;104.93;1.38
HD 148156 b;Confirmed;0.85;2009;9/09/2010;Submitted to a professional journal;Radial Velocity;247.0708333;-46.3175;53.05;1.22
HD 148427 b;Confirmed;0.96;2009;8/13/2009;Published in a refereed paper;Radial Velocity;247.1166667;-13.3997222;59.3;1.45
HD 149026 b;Confirmed;0.357;2005;2/24/2015;Published in a refereed paper;Primary Transit;247.6208333;38.3472222;78.9;1.3
HD 149143 b;Confirmed;1.33;2005;2/27/2015;Announced on a professional conference;Radial Velocity;248.2125;2.0847222;63;1.1
HD 1502 b;Confirmed;3.1;2011;9/02/2011;Published in a refereed paper;Radial Velocity;4.8208333;14.0547222;159;1.61
HD 150433 b;Confirmed;0.168;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;250.2833333;-2.8572222;29.6;1.275
HD 150706 b;Confirmed;2.71;2002;5/25/2014;Announced on a professional conference;Radial Velocity;247.8208333;79.7897222;27.2;0.94
HD 152079 b;Confirmed;3;2010;8/27/2014;Published in a refereed paper;Radial Velocity;253.375;-46.3308333;85.17;1.023
HD 152581 b;Confirmed;1.5;2011;9/02/2011;Published in a refereed paper;Radial Velocity;253.4333333;11.9736111;186;0.927
HD 153950 b;Confirmed;2.73;2008;10/28/2008;Published in a refereed paper;Radial Velocity;256.1291667;-43.3097222;49.6;1.12
HD 154088 b;Confirmed;0.0193;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;256.1166667;-28.5827778;17.8;1
HD 154345 b;Confirmed;1.3;2006;5/25/2012;Published in a refereed paper;Radial Velocity;255.65;47.0819444;18.06;0.88
HD 154672 b;Confirmed;5.02;2008;2/02/2016;Published in a refereed paper;Radial Velocity;257.5208333;-56.4491667;65.8;1.06
HD 154857 b;Confirmed;2.24;2004;1/23/2014;Published in a refereed paper;Radial Velocity;257.8125;-56.6805556;64.2;1.718
HD 154857 c;Confirmed;2.58;2014;1/24/2014;Published in a refereed paper;Radial Velocity;257.8125;-56.6805556;64.2;1.718
HD 155233 b;Confirmed;2.6;2015;3/17/2016;Published in a refereed paper;Radial Velocity;257.7666667;-20.65444446;75.1;1.5
HD 155358 b;Confirmed;0.85;2007;2/04/2012;Published in a refereed paper;Radial Velocity;257.3958333;33.3558333;43;0.92
HD 155358 c;Confirmed;0.82;2007;2/04/2012;Published in a refereed paper;Radial Velocity;257.3958333;33.3558333;43;0.92
HD 156279 b;Confirmed;9.71;2011;11/04/2011;Published in a refereed paper;Radial Velocity;258.0958333;63.3522222;36.6;0.93
HD 156411 b;Confirmed;0.74;2009;9/08/2010;Submitted to a professional journal;Radial Velocity;259.9625;-48.5494444;55.1;1.25
HD 156668 b;Confirmed;0.0131;2010;5/24/2010;Submitted to a professional journal;Radial Velocity;259.4166667;29.2272222;24.5;0.772
HD 157172 b;Confirmed;0.12;2011;9/12/2011;Published in a refereed paper;Radial Velocity;260.6458333;-19.6161111;31.9;1.211
HD 158038 b;Confirmed;1.8;2011;9/02/2011;Published in a refereed paper;Radial Velocity;261.4375;27.3033333;103.6;1.65
HD 159243 b;Confirmed;1.13;2013;8/25/2014;Published in a refereed paper;Radial Velocity;263.3416667;5.700833348;69.2;1.125
HD 159243 c;Confirmed;1.9;2013;8/25/2014;Published in a refereed paper;Radial Velocity;263.3416667;5.700833348;69.2;1.125
HD 159868 b;Confirmed;2.1;2007;8/27/2014;Published in a refereed paper;Radial Velocity;264.75;-43.1455556;52.7;1.09
HD 159868 c;Confirmed;0.73;2012;8/27/2014;Published in a refereed paper;Radial Velocity;264.75;-43.1455556;52.7;1.09
HD 1605 b;Confirmed;0.96;2015;7/27/2015;Published in a refereed paper;Radial Velocity;5.133333344;30.97472225;84.6;1.31
HD 1605 c;Confirmed;3.48;2015;7/27/2015;Published in a refereed paper;Radial Velocity;5.133333344;30.97472225;84.6;1.31
HD 160508 b;Confirmed;48;2016;2/10/2016;Published in a refereed paper;Radial Velocity;264.8041667;26.75750002;92.3;1.25
HD 16141 b;Confirmed;0.215;2000;12/29/2010;Published in a refereed paper;Radial Velocity;38.8291667;-3.5605556;35.9;1.01
HD 16175 b;Confirmed;4.77;2007;4/29/2016;Published in a refereed paper;Radial Velocity;39.2583333;42.0625;59.8;1.35
HD 162004 b;Confirmed;1.53;2015;12/10/2015;Published in a refereed paper;Radial Velocity;265.4916667;72.15694445;22.16;1.19
HD 162020 b;Confirmed;14.4;2002;12/29/2010;Published in a refereed paper;Radial Velocity;267.6583333;-40.3183333;31.26;0.75
HD 163296 b;Confirmed;0.3;2016;12/16/2016;Published in a refereed paper;Other;269.0875;-21.95611114;122;2.3
HD 163296 c;Confirmed;0.3;2016;12/16/2016;Published in a refereed paper;Other;269.0875;-21.95611114;122;2.3
HD 163607 b;Confirmed;0.77;2011;5/20/2013;Submitted to a professional journal;Radial Velocity;268.4166667;56.3919444;69;1.09
HD 163607 c;Confirmed;2.29;2011;5/20/2013;Submitted to a professional journal;Radial Velocity;268.4166667;56.3919444;69;1.09
HD 16417 b;Confirmed;0.069;2009;1/10/2016;Published in a refereed paper;Radial Velocity;39.2458333;-34.5780556;25.5;1.18
HD 164509 b;Confirmed;0.48;2011;9/03/2016;Submitted to a professional journal;Radial Velocity;270.3791667;0.1044444;52;1.13
HD 164595 b;Confirmed;0.0516;2015;9/03/2015;Published in a refereed paper;Radial Velocity;270.1625;29.57194446;28.93;0.99
HD 164604 b;Confirmed;2.7;2010;8/27/2014;Published in a refereed paper;Radial Velocity;270.7791667;-28.5605556;38;0.8
HD 164922 b;Confirmed;0.3385;2006;7/04/2016;Published in a refereed paper;Radial Velocity;270.625;26.3127778;22.13;0.874
HD 164922 c;Confirmed;0.0406;2016;7/11/2016;Published in a refereed paper;Radial Velocity;270.625;26.3127778;22.13;0.874
HD 165155 b;Confirmed;2.89;2016;4/02/2016;Published in a refereed paper;Radial Velocity;271.4875;-29.91722224;64.98;1.02
HD 1666 b;Confirmed;6.43;2015;7/27/2015;Published in a refereed paper;Radial Velocity;5.216666684;-19.93111114;110.6;1.5
HD 166724 b;Confirmed;3.53;2011;11/30/2012;Submitted to a professional journal;Radial Velocity;273.5;-42.5752778;42.3;1.57
HD 167042 b;Confirmed;1.6;2007;10/19/2007;Published in a refereed paper;Radial Velocity;272.6333333;54.2866667;50;1.64
HD 168443 b;Confirmed;7.659;1998;1/10/2016;Published in a refereed paper;Radial Velocity;275.0166667;-9.5927778;37.38;0.995
HD 168443 c;Confirmed;29.463;2001;8/22/2014;Published in a refereed paper;Radial Velocity;275.0166667;-9.5927778;37.38;0.995
HD 168746 b;Confirmed;0.23;2002;12/29/2010;Published in a refereed paper;Radial Velocity;275.4541667;-11.9225;43.12;0.88
HD 1690 b;Confirmed;6.1;2010;12/20/2010;Published in a refereed paper;Radial Velocity;5.3041667;-8.2811111;319;1.09
HD 169830 b;Confirmed;2.88;2000;12/23/2010;Published in a refereed paper;Radial Velocity;276.9541667;-29.8166667;36.32;1.4
HD 169830 c;Confirmed;4.04;2003;12/23/2010;Published in a refereed paper;Radial Velocity;276.9541667;-29.8166667;36.32;1.4
HD 170469 b;Confirmed;0.67;2007;10/31/2007;Submitted to a professional journal;Radial Velocity;277.2958333;11.6955556;64.97;1.14
HD 17092 b;Confirmed;4.6;2007;5/07/2007;Published in a refereed paper;Radial Velocity;41.5916667;49.6530556;109;2.3
HD 171028 b;Confirmed;1.98;2007;11/10/2010;Submitted to a professional journal;Radial Velocity;278.0625;6.9458333;90;0.99
HD 171238 b;Confirmed;2.6;2009;12/19/2014;Published in a refereed paper;Radial Velocity;278.6833333;-28.0722222;50.28;0.943
HD 17156 b;Confirmed;3.195;2007;8/16/2014;Published in a refereed paper;Primary Transit;42.4333333;71.7533333;78.24;1.275
HD 173416 b;Confirmed;2.7;2009;1/12/2009;Published in a refereed paper;Radial Velocity;280.9;36.5566667;135;2
HD 175167 b;Confirmed;7.8;2010;8/27/2014;Published in a refereed paper;Radial Velocity;285.0041667;-69.9441667;67.02;1.102
HD 175370 b;Confirmed;4.6;2016;9/21/2016;Published in a refereed paper;Radial Velocity;283.25;43.71361114;272;1.02
HD 175541 b;Confirmed;0.61;2007;4/20/2007;Published in a refereed paper;Radial Velocity;283.9208333;4.2652778;128;1.65
HD 175607 b;Confirmed;0.0283;2015;12/30/2015;Published in a refereed paper;Radial Velocity;285.2708333;-66.19277779;45.27;0.71
HD 176051 b;Confirmed;1.5;2010;10/22/2010;Published in a refereed paper;Astrometry;284.2583333;32.9013889;14.99;0.9
HD 17674 b;Confirmed;0.87;2017;2/27/2017;Published in a refereed paper;Radial Velocity;42.76791667;30.28675001;44.5;0.98
HD 176986 b;Confirmed;0.0181;2017;12/05/2017;Published in a refereed paper;Radial Velocity;285.775;-11.0438889;26.4;0.789
HD 176986 c;Confirmed;0.0289;2017;12/07/2017;Published in a refereed paper;Radial Velocity;285.775;-11.0438889;26.4;0.789
HD 177830 b;Confirmed;1.49;1999;8/17/2012;Published in a refereed paper;Radial Velocity;286.3333333;25.9205556;59;1.47
HD 177830 c;Confirmed;0.15;2010;8/17/2012;Published in a refereed paper;Radial Velocity;286.3333333;25.9205556;59;1.47
HD 178911 B b;Confirmed;6.292;2001;12/29/2010;Published in a refereed paper;Radial Velocity;287.2625;34.5997222;46.73;1.07
HD 179079 b;Confirmed;0.08;2009;8/13/2009;Published in a refereed paper;Radial Velocity;287.7916667;-2.6383333;63.69;1.087
HD 179949 b;Confirmed;0.92;2000;2/24/2015;Published in a refereed paper;Radial Velocity;288.8875;-24.1791667;27;1.28
HD 180314 b;Confirmed;22;2010;8/05/2011;Published in a refereed paper;Radial Velocity;288.7083333;31.8602778;132;2.6
HD 180777 b;Confirmed;25;2006;8/22/2016;Published in a refereed paper;Radial Velocity;287.2916667;76.5605556;27.3;1.7
HD 180902 b;Confirmed;1.6;2010;3/19/2010;Submitted to a professional journal;Radial Velocity;289.825;-23.5580556;110;1.52
HD 181342 b;Confirmed;2.9;2010;3/17/2016;Submitted to a professional journal;Radial Velocity;290.2666667;-23.6194444;110.6;1.84
HD 181433 b;Confirmed;0.0238;2008;6/03/2013;Announced on a professional conference;Radial Velocity;291.2916667;-66.4688889;26.15;0.78
HD 181433 c;Confirmed;0.64;2008;6/03/2013;Announced on a professional conference;Radial Velocity;291.2916667;-66.4688889;26.15;0.78
HD 181433 d;Confirmed;0.54;2008;6/03/2013;Published in a refereed paper;Radial Velocity;291.2916667;-66.4688889;26.15;0.78
HD 181720 b;Confirmed;12;2009;7/10/2014;Published in a refereed paper;Radial Velocity;290.7208333;-32.9191667;56;0.92
HD 183263 b;Confirmed;3.67;2004;12/17/2010;Published in a refereed paper;Radial Velocity;292.1;8.3577778;53;1.17
HD 183263 c;Confirmed;3.82;2008;12/10/2008;Published in a refereed paper;Radial Velocity;292.1;8.3577778;53;1.17
HD 185269 b;Confirmed;0.94;2006;8/16/2006;Published in a refereed paper;Radial Velocity;294.3;28.5;47;1.28
HD 187085 b;Confirmed;0.75;2006;12/22/2010;Published in a refereed paper;Radial Velocity;297.3875;-37.7805556;44.98;1.22
HD 187123 b;Confirmed;0.52;1998;5/20/2013;Published in a refereed paper;Radial Velocity;296.7375;34.4208333;50;1.06
HD 187123 c;Confirmed;1.99;1998;5/20/2013;Announced on a professional conference;Radial Velocity;296.7375;34.4208333;50;1.06
HD 18742 b;Confirmed;2.7;2011;9/02/2011;Published in a refereed paper;Radial Velocity;45.0458333;-20.8025;135;1.6
HD 188015 b;Confirmed;1.26;2004;12/30/2010;Published in a refereed paper;Radial Velocity;298.0166667;28.1002778;52.6;1.09
HD 189567 b;Confirmed;0.0316;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;301.3875;-67.3208333;17.7;0.945
HD 189733 b;Confirmed;1.142;2005;1/30/2018;Published in a refereed paper;Primary Transit;300.1791667;22.7108333;19.3;0.8
HD 190228 b;Confirmed;65.7;2002;8/22/2016;Published in a refereed paper;Radial Velocity;300.75;28.3066667;66.11;1.3
HD 190360 b;Confirmed;1.495;2003;9/03/2015;Published in a refereed paper;Radial Velocity;300.9041667;29.8966667;15.89;1.04
HD 190360 c;Confirmed;0.06381;2005;9/03/2015;Published in a refereed paper;Radial Velocity;300.9041667;29.8966667;15.89;1.04
HD 190647 b;Confirmed;1.9;2007;8/30/2014;Published in a refereed paper;Radial Velocity;301.8333333;-35.5386111;54.2;1.1
HD 190984 b;Confirmed;3.1;2009;11/06/2010;Submitted to a professional journal;Radial Velocity;302.8791667;-64.6205556;103;0.91
HD 191806 b;Confirmed;8.52;2016;4/29/2016;Published in a refereed paper;Radial Velocity;302.3679167;52.27633057;61.45;1.14
HD 192263 b;Confirmed;0.733;1999;8/22/2014;Published in a refereed paper;Radial Velocity;303.5;-0.8669444;19.9;0.81
HD 192699 b;Confirmed;2.5;2007;4/20/2007;Published in a refereed paper;Radial Velocity;304.025;4.5808333;67;1.68
HD 19467 b;Confirmed;52;2016;1/08/2016;Published in a refereed paper;Imaging;46.82916667;-13.76166669;30.86;0.95
HD 195019 b;Confirmed;3.7;1998;11/25/2006;Published in a refereed paper;Radial Velocity;307.0708333;18.77;37.36;1.06
HD 195689 b;Confirmed;3.265;2017;1/04/2018;Published in a refereed paper;Primary Transit;307.8598084;39.93882625;42.13;1.115
HD 196050 b;Confirmed;2.83;2002;12/22/2010;Published in a refereed paper;Radial Velocity;309.4625;-60.6344444;46.9;1.17
HD 196067 b;Confirmed;6.9;2011;5/26/2014;Submitted to a professional journal;Radial Velocity;310.4333333;-75.3508333;44.3;1.25
HD 196885 A b;Confirmed;2.98;2007;12/11/2012;Published in a refereed paper;Radial Velocity;309.9625;11.2494444;33;1.33
HD 197037 b;Confirmed;0.79;2012;2/04/2012;Published in a refereed paper;Radial Velocity;309.8875;42.2486111;33;1.11
HD 19994 b;Confirmed;1.68;2003;1/17/2017;Published in a refereed paper;Radial Velocity;48.1916667;-1.1958333;22.38;1.34
HD 20003 b;Confirmed;0.0378;2011;9/12/2011;Published in a refereed paper;Radial Velocity;46.9083333;-72.3219444;43.8;1.373333333
HD 20003 c;Confirmed;0.0422;2011;9/12/2011;Published in a refereed paper;Radial Velocity;46.9083333;-72.3219444;43.8;1.406666667
HD 200964 b;Confirmed;1.85;2010;5/26/2014;Published in a refereed paper;Radial Velocity;316.6666667;3.8030556;68.4;1.44
HD 200964 c;Confirmed;0.895;2010;5/26/2014;Published in a refereed paper;Radial Velocity;316.6666667;3.8030556;68.4;1.44
HD 202206 B;Confirmed;93.6;2002;6/28/2017;Published in a refereed paper;Radial Velocity;318.7375;-20.7891667;46.34;1.13
HD 202206 c;Confirmed;17.9;2004;5/03/2017;Published in a refereed paper;Radial Velocity;318.7375;-20.7891667;46.34;1.13
HD 203030 b;Confirmed;11;2017;11/02/2017;Published in a refereed paper;Imaging;319.7416667;26.2305556;41;0.97
HD 20367 b;Confirmed;1.07;2002;12/16/2010;Published in a refereed paper;Radial Velocity;49.4166667;31.1269444;27;1.04
HD 2039 b;Confirmed;6.11;2002;1/19/2016;Published in a refereed paper;Radial Velocity;6.0833333;-56.65;89.8;0.98
HD 204313 b;Confirmed;4.28;2009;10/26/2015;Published in a refereed paper;Radial Velocity;322.05;-21.7263889;47.37;1.045
HD 204313 c;Confirmed;0.0553;2011;10/26/2015;Submitted to a professional journal;Radial Velocity;322.05;-21.7263889;47.37;1.045
HD 204313 d;Confirmed;1.68;2012;5/22/2012;Published in a refereed paper;Radial Velocity;322.05;-21.7263889;47.37;1.045
HD 204941 b;Confirmed;0.266;2011;8/02/2011;Published in a refereed paper;Radial Velocity;323.1;-20.9575;27;0.74
HD 205739 b;Confirmed;1.37;2008;9/08/2008;Published in a refereed paper;Radial Velocity;324.5333333;-31.7375;90.3;1.22
HD 206610 b;Confirmed;2.2;2010;3/19/2010;Submitted to a professional journal;Radial Velocity;325.8541667;-7.4083333;194;1.56
HD 206893 b;Confirmed;22.5;2016;9/05/2017;Published in a refereed paper;Imaging;326.3416667;-12.78333335;38.34;1.24
HD 20781 b;Confirmed;0.0379;2011;5/08/2014;Published in a refereed paper;Radial Velocity;50.0125;-28.7838889;35.4;1.16
HD 20781 c;Confirmed;0.0496;2011;5/08/2014;Published in a refereed paper;Radial Velocity;50.0125;-28.7838889;35.4;1.08
HD 20782 b;Confirmed;1.9;2006;1/19/2016;Published in a refereed paper;Radial Velocity;50.0125;-28.8538889;36.02;1
HD 207832 b;Confirmed;0.56;2012;5/26/2014;Published in a refereed paper;Radial Velocity;328.15;-26.0267;54.4;0.94
HD 207832 c;Confirmed;0.73;2012;5/26/2014;Published in a refereed paper;Radial Velocity;328.15;-26.0267;54.4;0.94
HD 20794 b;Confirmed;0.00887;2011;6/25/2017;Published in a refereed paper;Radial Velocity;49.9833333;-43.0697222;6.06;0.813
HD 20794 d;Confirmed;0.0111;2011;6/25/2017;Published in a refereed paper;Radial Velocity;49.9833333;-43.0697222;6.06;0.813
HD 20794 e;Confirmed;0.015;2017;6/25/2017;Published in a refereed paper;Radial Velocity;49.9833333;-43.0697222;6.06;0.813
HD 208487 b;Confirmed;0.413;2004;12/24/2010;Published in a refereed paper;Radial Velocity;329.3291667;-37.7636111;45;1.3
HD 208527 b;Confirmed;9.9;2012;11/12/2012;Published in a refereed paper;Radial Velocity;329.1;21.24;320.2;1.6
HD 20868 b;Confirmed;1.99;2008;8/27/2014;Published in a refereed paper;Radial Velocity;50.1791667;-33.73;48.9;0.78
HD 208897 b;Confirmed;1.4;2017;8/09/2017;Published in a refereed paper;Radial Velocity;329.7487141;19.02030375;64.68;1.25
HD 209458 b;Confirmed;0.69;1999;3/28/2017;Published in a refereed paper;Primary Transit;330.7916667;18.8844444;47;1.148
HD 210277 b;Confirmed;1.23;1998;9/06/2006;Published in a refereed paper;Radial Velocity;332.3708333;-7.5422222;21.29;1.09
HD 210702 b;Confirmed;1.9;2007;9/01/2012;Published in a refereed paper;Radial Velocity;332.9625;16.0405556;56;1.68
HD 211847 b;Confirmed;19.2;2011;6/18/2014;Published in a refereed paper;Radial Velocity;335.2333334;-41.43000002;50.6;0.94
HD 212301 b;Confirmed;0.4;2005;7/27/2015;Submitted to a professional journal;Radial Velocity;336.875;-77.7177778;52.7;1.05
HD 212771 b;Confirmed;2.3;2010;3/19/2010;Submitted to a professional journal;Radial Velocity;336.7625;-17.2636111;131;1.15
HD 213240 b;Confirmed;4.5;2001;9/25/2012;Published in a refereed paper;Radial Velocity;337.75;-49.4330556;40.75;1.22
HD 214823 b;Confirmed;19.2;2016;4/29/2016;Published in a refereed paper;Radial Velocity;340.0829167;31.78759169;31.125;1.22
HD 215152 b;Confirmed;0.00628;2018;2/20/2018;Published in a refereed paper;Radial Velocity;340.8375;-6.4008333;21.5;0.77
HD 215152 c;Confirmed;0.004801;2011;2/20/2018;Published in a refereed paper;Radial Velocity;340.8375;-6.4008333;21.5;0.77
HD 215152 d;Confirmed;0.008511;2011;2/20/2018;Published in a refereed paper;Radial Velocity;340.8375;-6.4008333;21.5;0.77
HD 215152 e;Confirmed;0.01091;2018;2/20/2018;Published in a refereed paper;Radial Velocity;340.8375;-6.4008333;21.5;0.77
HD 215456 b;Confirmed;0.101;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;341.5333333;-48.9677778;38;0.803333333
HD 215456 c;Confirmed;0.246;2011;9/12/2011;Submitted to a professional journal;Radial Velocity;341.5333333;-48.9677778;38;0.836666667
HD 215497 b;Confirmed;0.02;2009;12/06/2010;Submitted to a professional journal;Radial Velocity;341.6541667;-56.5994444;44;0.87
HD 215497 c;Confirmed;0.33;2009;12/06/2010;Submitted to a professional journal;Radial Velocity;341.6541667;-56.5994444;44;0.87
